First Name,Amount,Position
"ASIYAH","1","=912"
"ASRIEL","1","=912"
"ASTOR","1","=912"
"ATHANASIOS","1","=912"
"ATILLIO","1","=912"
"ATTILIO","1","=912"
"AUBREY","1","=912"
"AUDEN","1","=912"
"AUDIE","1","=912"
"AUGUSTE","1","=912"
"AUGUSTIN","1","=912"
"AUGUSTINE","1","=912"
"AURELIO","1","=912"
"AUREN","1","=912"
"AURIC","1","=912"
"AUSTEN","1","=912"
"AVINPREET","1","=912"
"AVITEGH","1","=912"
"AVIV","1","=912"
"AVYAY","1","=912"
"AXLE","1","=912"
"AXTON","1","=912"
"AXYL","1","=912"
"AYAANSH","1","=912"
"AYAZ","1","=912"
"AYDIN","1","=912"
"AYLMER","1","=912"
"AYOMIDE","1","=912"
"AYUEN","1","=912"
"AYZEN","1","=912"
"AZAAD","1","=912"
"AZAI","1","=912"
"AZAN","1","=912"
"AZD","1","=912"
"AZEKIEL","1","=912"
"AZRAEL","1","=912"
"AZVAN","1","=912"
"BAHRAAM","1","=912"
"BAIR","1","=912"
"BAKR","1","=912"
"BALRAM","1","=912"
"BAMBAM","1","=912"
"BARNABY","1","=912"
"BARRETT","1","=912"
"BARTHOLOMEW","1","=912"
"BASIM","1","=912"
"BASTION","1","=912"
"BAWIPEK","1","=912"
"BAYLAN","1","=912"
"BAYLEY","1","=912"
"BEAR","1","=912"
"BEAUDEN","1","=912"
"BECKETT","1","=912"
"BEHZAAD","1","=912"
"BEHZAD","1","=912"
"BEN","1","=912"
"BENAIAH","1","=912"
"BENNY","1","=912"
"BENSAAN","1","=912"
"BENSON","1","=912"
"BENYAMIN","1","=912"
"BEREN","1","=912"
"BERNARDO","1","=912"
"BERNIE","1","=912"
"BEXLEY","1","=912"
"BIAK","1","=912"
"BIAKTHAWNG","1","=912"
"BIANSH","1","=912"
"BIBHAN","1","=912"
"BILAL","1","=912"
"BILLIE","1","=912"
"BIVINDEV","1","=912"
"BLAINE","1","=912"
"BLAYZE","1","=912"
"BLESSING","1","=912"
"BLUEM","1","=912"
"BO","1","=912"
"BODEN","1","=912"
"BODEY","1","=912"
"BODI","1","=912"
"BOE","1","=912"
"BOHDEN","1","=912"
"BOOTH","1","=912"
"BORRICE","1","=912"
"BOWY","1","=912"
"BOYDE","1","=912"
"BRAE","1","=912"
"BRAIDY","1","=912"
"BRAXSTON","1","=912"
"BRENO","1","=912"
"BRENTON","1","=912"
"BREWER","1","=912"
"BRIJESH","1","=912"
"BRILEN","1","=912"
"BRODAN","1","=912"
"BRONNY","1","=912"
"BRONX","1","=912"
"BRUNY","1","=912"
"BRYAN","1","=912"
"BRYNN","1","=912"
"BUDDY","1","=912"
"BUL","1","=912"
"BURUK","1","=912"
"CADEL","1","=912"
"CAELEB","1","=912"
"CAELUM","1","=912"
"CAHIL","1","=912"
"CAIDEN","1","=912"
"CALIHAN","1","=912"
"CALIN","1","=912"
"CALON","1","=912"
"CAMPBELL","1","=912"
"CAMRON","1","=912"
"CAREY","1","=912"
"CARMELO","1","=912"
"CARMINE","1","=912"
"CARTER-JAMES","1","=912"
"CASHTON","1","=912"
"CASPEN","1","=912"
"CASS","1","=912"
"CAVALLARO","1","=912"
"CAYLEN","1","=912"
"CEJAY","1","=912"
"CEU","1","=912"
"CHADWICK","1","=912"
"CHAISE","1","=912"
"CHANCE","1","=912"
"CHANDLER","1","=912"
"CHANN","1","=912"
"CHARAN","1","=912"
"CHARLEIGH","1","=912"
"CHARVIK","1","=912"
"CHENEN","1","=912"
"CHENGZE","1","=912"
"CHERISH","1","=912"
"CHEVVY","1","=912"
"CHINGUUN","1","=912"
"CHRISANDER","1","=912"
"CHRISTO","1","=912"
"CHRISTOPHE","1","=912"
"CHUAN","1","=912"
"CHUT","1","=912"
"CIAN","1","=912"
"CIARAN","1","=912"
"CIRO","1","=912"
"CLARENCE","1","=912"
"CLARK","1","=912"
"CLAUDE","1","=912"
"CLAY","1","=912"
"CLAYTON","1","=912"
"CLIFF","1","=912"
"CLOUD","1","=912"
"COBI","1","=912"
"COBY","1","=912"
"CODYN","1","=912"
"COEN","1","=912"
"COHAN","1","=912"
"CONALL","1","=912"
"CORAN","1","=912"
"CORIE","1","=912"
"CORMACK","1","=912"
"CORTEZ","1","=912"
"COSTAH","1","=912"
"COUGAN","1","=912"
"CRAIG","1","=912"
"CREW","1","=912"
"CROSS","1","=912"
"CRUIZ","1","=912"
"CULVER","1","=912"
"CYPRIAN","1","=912"
"DAEGAN","1","=912"
"DAGEM","1","=912"
"DAIVIK","1","=912"
"DAKODA","1","=912"
"DAKOTA","1","=912"
"DAKSH","1","=912"
"DALLAN","1","=912"
"DALTON-JAY","1","=912"
"DALY","1","=912"
"DAMIAN","1","=912"
"DAMIANO","1","=912"
"DAMIEN","1","=912"
"DANTY","1","=912"
"DANUEL","1","=912"
"DARBY","1","=912"
"DARIAN","1","=912"
"DARIUS","1","=912"
"DARRAGH","1","=912"
"DASH","1","=912"
"DASTAN","1","=912"
"DAT","1","=912"
"DAUD","1","=912"
"DAVEY","1","=912"
"DAVI","1","=912"
"DAWID","1","=912"
"DAYBURRYUN","1","=912"
"DAYNE","1","=912"
"DECHENG","1","=912"
"DEEKAN","1","=912"
"DEENOBONDHU","1","=912"
"DEKLAN","1","=912"
"DEMETRIOS","1","=912"
"DENG","1","=912"
"DENNIS","1","=912"
"DENNYSON","1","=912"
"DENVER","1","=912"
"DENZEL","1","=912"
"DENZI","1","=912"
"DEO","1","=912"
"DEON","1","=912"
"DERRICK","1","=912"
"DESHANE","1","=912"
"DETON'E","1","=912"
"DEVARSH","1","=912"
"DEVE","1","=912"
"DEVIN","1","=912"
"DEVLIN","1","=912"
"DHANISH","1","=912"
"DHANVIN","1","=912"
"DHRUV","1","=912"
"DHYAAN","1","=912"
"DHYUTH","1","=912"
"DIDIER","1","=912"
"DIEU","1","=912"
"DIEUDONE","1","=912"
"DIHAN","1","=912"
"DILAN","1","=912"
"DIMILLO","1","=912"
"DIMIRI","1","=912"
"DIONDRE","1","=912"
"DIPAK","1","=912"
"DIVIJ","1","=912"
"DIVYAM","1","=912"
"DIVYAN","1","=912"
"DIVYANSH","1","=912"
"DIYAN","1","=912"
"DJERA","1","=912"
"DMITRI","1","=912"
"DONATO","1","=912"
"DONTE","1","=912"
"DORIAN","1","=912"
"DRE","1","=912"
"DUCKLING","1","=912"
"DUKE","1","=912"
"DUNE","1","=912"
"DURANCE","1","=912"
"DUSAN","1","=912"
"DVIJ","1","=912"
"DWIJ","1","=912"
"EACHAN","1","=912"
"EAMONN","1","=912"
"EANN","1","=912"
"EASON","1","=912"
"EASTYN","1","=912"
"ECKO","1","=912"
"EDDISON","1","=912"
"EDDY","1","=912"
"EDEN","1","=912"
"EDGAR","1","=912"
"EDMUND","1","=912"
"EDUARDO","1","=912"
"EESA","1","=912"
"EFRAIM","1","=912"
"EFTAH","1","=912"
"EHIMEN","1","=912"
"EHSANI","1","=912"
"EIKO","1","=912"
"EITO","1","=912"
"EKAM","1","=912"
"EKAMDEEP","1","=912"
"EKAS","1","=912"
"EKJOT","1","=912"
"EKKAM","1","=912"
"ELEJAH","1","=912"
"ELIA","1","=912"
"ELIAH","1","=912"
"ELIAKIM","1","=912"
"ELIAM","1","=912"
"ELIOR","1","=912"
"ELIOT","1","=912"
"ELIYAS","1","=912"
"ELLIAN","1","=912"
"ELMEDIN","1","=912"
"ELON","1","=912"
"ELSON","1","=912"
"ELTON","1","=912"
"ELZIN","1","=912"
"EMAADUDDIN","1","=912"
"EMAANVIR","1","=912"
"EMAD","1","=912"
"EME","1","=912"
"EMILE","1","=912"
"EMORY","1","=912"
"EMREE","1","=912"
"ENDEAVOUR","1","=912"
"ENEKO","1","=912"
"ENKI","1","=912"
"ENRIQUE","1","=912"
"ENRY","1","=912"
"ERBIR","1","=912"
"ERDEN","1","=912"
"EREN","1","=912"
"ERWIN","1","=912"
"ESAAD","1","=912"
"ESHAN","1","=912"
"ESKA","1","=912"
"ESPEN","1","=912"
"ESROM","1","=912"
"ETIENNE","1","=912"
"EUAN","1","=912"
"EUGENE","1","=912"
"EUKALITI","1","=912"
"EVANDER","1","=912"
"EVANGELOS","1","=912"
"EVANIO","1","=912"
"EVERSON","1","=912"
"EYAEL","1","=912"
"EYAN","1","=912"
"EYTHAN","1","=912"
"EZRYN","1","=912"
"EZZ","1","=912"
"FAHAN","1","=912"
"FAISAL","1","=912"
"FAIZULLAH","1","=912"
"FARAJA","1","=912"
"FARIS","1","=912"
"FARISH","1","=912"
"FARRIN","1","=912"
"FARZAND","1","=912"
"FATEHJOT","1","=912"
"FATEHPARTAP","1","=912"
"FAUSTINO","1","=912"
"FAYZAN","1","=912"
"FENN","1","=912"
"FENTON","1","=912"
"FERN","1","=912"
"FINEAS","1","=912"
"FINNIGAN","1","=912"
"FLORIAN","1","=912"
"FLOYD","1","=912"
"FOSTER","1","=912"
"FRANCISCO","1","=912"
"FRANCO","1","=912"
"FREDDY","1","=912"
"FREDERIK","1","=912"
"FREDRICK","1","=912"
"FURMAAN","1","=912"
"FYNNEGAN","1","=912"
"GABLE","1","=912"
"GABRIELE","1","=912"
"GARION","1","=912"
"GARRICK","1","=912"
"GARY","1","=912"
"GAVIK","1","=912"
"GAVIN","1","=912"
"GAVINDEEP","1","=912"
"GEDEON","1","=912"
"GENE","1","=912"
"GEO","1","=912"
"GERMAIN","1","=912"
"GHAITH","1","=912"
"GHAZI","1","=912"
"GIACOMO","1","=912"
"GIANLUCA","1","=912"
"GIANNIS","1","=912"
"GILMORE","1","=912"
"GIORDANO","1","=912"
"GIORGIOS","1","=912"
"GIULIO","1","=912"
"GOASA","1","=912"
"GOH","1","=912"
"GRAEME","1","=912"
"GRANTH","1","=912"
"GRAY","1","=912"
"GRAYSON-JOHN","1","=912"
"GRAYSON-ROY","1","=912"
"GRIFFITHS","1","=912"
"GRYFFIN","1","=912"
"GUNNAR","1","=912"
"GUNTAS","1","=912"
"GURAVITAJ","1","=912"
"GURBAAJ","1","=912"
"GURBAJ","1","=912"
"GURDIT","1","=912"
"GURFARIYAD","1","=912"
"GURFARZAND","1","=912"
"GURJASS","1","=912"
"GURNIDHAN","1","=912"
"GURNIHAL","1","=912"
"GURTEG","1","=912"
"GURUJAAP","1","=912"
"GUTS","1","=912"
"HAAKAM","1","=912"
"HAAN","1","=912"
"HADEN","1","=912"
"HADI","1","=912"
"HAISAM","1","=912"
"HAKAM","1","=912"
"HALSTEIN","1","=912"
"HALSTON","1","=912"
"HAMDAN","1","=912"
"HAMID","1","=912"
"HAMILTON","1","=912"
"HAMIN","1","=912"
"HAMMAD","1","=912"
"HANANIAH","1","=912"
"HANISH","1","=912"
"HANZHANG","1","=912"
"HANZI","1","=912"
"HARDIN","1","=912"
"HARDY","1","=912"
"HARES","1","=912"
"HARFJOT","1","=912"
"HARITH","1","=912"
"HARLAND","1","=912"
"HARLEN","1","=912"
"HARLIV","1","=912"
"HARLYN","1","=912"
"HARMAN","1","=912"
"HARNAV","1","=912"
"HARNIDH","1","=912"
"HAROLD","1","=912"
"HARRI","1","=912"
"HARRIMON","1","=912"
"HARSAM","1","=912"
"HARSH","1","=912"
"HARSHIV","1","=912"
"HARVEE","1","=912"
"HARVIE","1","=912"
"HARVIN","1","=912"
"HASNAIN","1","=912"
"HASSAM","1","=912"
"HAWK","1","=912"
"HAYAN","1","=912"
"HAYSHUN","1","=912"
"HAYTHAM","1","=912"
"HAYZE","1","=912"
"HAZE","1","=912"
"HAZEM","1","=912"
"HAZOOR","1","=912"
"HEAVEN","1","=912"
"HELIOS","1","=912"
"HEMI","1","=912"
"HEMINGWAY","1","=912"
"HENCO","1","=912"
"HENDRICK","1","=912"
"HENDRIK","1","=912"
"HENDY","1","=912"
"HENRIK","1","=912"
"HERBERT","1","=912"
"HESAM","1","=912"
"HIRAV","1","=912"
"HITANSH","1","=912"
"HIYAAN","1","=912"
"HIYAN","1","=912"
"HIYANSH","1","=912"
"HOJAT","1","=912"
"HONESH","1","=912"
"HONG","1","=912"
"HORATIO","1","=912"
"HOUSTON","1","=912"
"HOZAN","1","=912"
"HRIHAAN","1","=912"
"HRISHIKESH","1","=912"
"HRIVAN","1","=912"
"HUDLEY","1","=912"
"HUDSON-JAMES","1","=912"
"HUNG","1","=912"
"HUNTAH","1","=912"
"HUNTLEY","1","=912"
"HUTSON","1","=912"
"HUX","1","=912"
"HUXLEE","1","=912"
"HYLAND","1","=912"
"IDREES","1","=912"
"IFEOLUWA","1","=912"
"IGNATIUS","1","=912"
"IHAIA","1","=912"
"IKE","1","=912"
"IKJEET","1","=912"
"ILAI","1","=912"
"ILAKKIYAN","1","=912"
"ILLIAS","1","=912"
"ILYA","1","=912"
"IMAANVEER","1","=912"
"IMAD","1","=912"
"IMANUELI","1","=912"
"INDARJOT","1","=912"
"INDI","1","=912"
"INEZAYIMANA","1","=912"
"IOMHAR","1","=912"
"IOREK","1","=912"
"IRA","1","=912"
"IREMIDE","1","=912"
"IRETIDE","1","=912"
"IRIDIAN","1","=912"
"ISAAK","1","=912"
"ISAC","1","=912"
"ISHAN","1","=912"
"ISHAR","1","=912"
"ISHIV","1","=912"
"ISMAEEL","1","=912"
"ISMAEL","1","=912"
"ISSAC","1","=912"
"ISSAIH","1","=912"
"IVANO","1","=912"
"IVANSH","1","=912"
"IVYAAN","1","=912"
"IZAAC","1","=912"
"IZAAN","1","=912"
"IZAC","1","=912"
"IZAK","1","=912"
"J'ZIAS","1","=912"
"JA'KOAH","1","=912"
"JABAL","1","=912"
"JABARI","1","=912"
"JACCOB","1","=912"
"JACKY","1","=912"
"JACOBUS","1","=912"
"JADE","1","=912"
"JADSON","1","=912"
"JAEL","1","=912"
"JAGFATEH","1","=912"
"JAGGA","1","=912"
"JAGRAJ","1","=912"
"JAH","1","=912"
"JAHAAN","1","=912"
"JAHKAYLEN","1","=912"
"JAHZARDE","1","=912"
"JAIA","1","=912"
"JAIDE","1","=912"
"JAIKAAR","1","=912"
"JAIKRISH","1","=912"
"JAINIL","1","=912"
"JAITEGH","1","=912"
"JAITRA","1","=912"
"JAIVIK","1","=912"
"JAIYDEN","1","=912"
"JAIYUSH","1","=912"
"JAKIDEN","1","=912"
"JAKIYAH","1","=912"
"JAKOAH","1","=912"
"JAKOB","1","=912"
"JAKSH","1","=912"
"JAKUB","1","=912"
"JAMESON","1","=912"
"JAMIN","1","=912"
"JAMISON","1","=912"
"JANISH","1","=912"
"JANSEN","1","=912"
"JAPDEEP","1","=912"
"JAPRAAJ","1","=912"
"JAQUADEN","1","=912"
"JAQUAN","1","=912"
"JARED","1","=912"
"JARRAR","1","=912"
"JARRED","1","=912"
"JARROD","1","=912"
"JARRYD","1","=912"
"JASAII","1","=912"
"JASE","1","=912"
"JASH","1","=912"
"JASHA","1","=912"
"JASHAN","1","=912"
"JASIAH","1","=912"
"JASKA","1","=912"
"JASKO","1","=912"
"JASNOOR","1","=912"
"JASON-LUKE","1","=912"
"JASPAH","1","=912"
"JASPAR","1","=912"
"JASPER-LEE","1","=912"
"JASRAJ","1","=912"
"JAVAN","1","=912"
"JAVARI","1","=912"
"JAVION","1","=912"
"JAVON","1","=912"
"JAXTYN","1","=912"
"JAXXON","1","=912"
"JAYCOB","1","=912"
"JAYDYN","1","=912"
"JAYTEG","1","=912"
"JAYVARDHANSINH","1","=912"
"JAYVEN","1","=912"
"JEAN","1","=912"
"JEB","1","=912"
"JEDD","1","=912"
"JEDEDIAH","1","=912"
"JEDIAH","1","=912"
"JEDREK","1","=912"
"JEEWANJOT","1","=912"
"JEFF","1","=912"
"JELMERRA","1","=912"
"JERICHO","1","=912"
"JERIEL","1","=912"
"JERMAINE","1","=912"
"JERRONE","1","=912"
"JESPER","1","=912"
"JEVAUN","1","=912"
"JEVIN","1","=912"
"JHAI","1","=912"
"JIAHAN","1","=912"
"JIAHAO","1","=912"
"JIALIANG","1","=912"
"JIBREEL","1","=912"
"JIDENNA","1","=912"
"JINANSH","1","=912"
"JINGCHEN","1","=912"
"JINGYAN","1","=912"
"JINYI","1","=912"
"JISU","1","=912"
"JIVANSH","1","=912"
"JIVASEES","1","=912"
"JJ","1","=912"
"JOASH","1","=912"
"JOCK","1","=912"
"JODHBIR","1","=912"
"JOE","1","=912"
"JOEL","1","=912"
"JOHAKIM","1","=912"
"JONAS","1","=912"
"JONATHON","1","=912"
"JORDY","1","=912"
"JOSH","1","=912"
"JOUD","1","=912"
"JOVAWN","1","=912"
"JOY","1","=912"
"JUGAAD","1","=912"
"JUGAADH","1","=912"
"JUGRAJ","1","=912"
"JUJHAR","1","=912"
"JUNGFATEH","1","=912"
"JUNIOR","1","=912"
"JUNZEN","1","=912"
"JUPITER","1","=912"
"JUR","1","=912"
"JY'TAI","1","=912"
"KA","1","=912"
"KAABAL","1","=912"
"KAABIL","1","=912"
"KAAYESH","1","=912"
"KABIL","1","=912"
"KACEY","1","=912"
"KAELAN","1","=912"
"KAELAS","1","=912"
"KAHAAN","1","=912"
"KAI-MICHEAL","1","=912"
"KAIDYN","1","=912"
"KAII","1","=912"
"KAIMING","1","=912"
"KAIRO","1","=912"
"KAIRUS-MICHAEL","1","=912"
"KAISER","1","=912"
"KAIYAN","1","=912"
"KAIYLEN","1","=912"
"KAIZEN","1","=912"
"KALIX","1","=912"
"KALLEL","1","=912"
"KAMARI","1","=912"
"KANAN","1","=912"
"KANAV","1","=912"
"KANISH","1","=912"
"KANZ","1","=912"
"KAPTAN","1","=912"
"KARANJIT","1","=912"
"KARIM","1","=912"
"KARMAN","1","=912"
"KARTAH","1","=912"
"KARTAR","1","=912"
"KASEN","1","=912"
"KASEY","1","=912"
"KASH","1","=912"
"KASIUS","1","=912"
"KAVIRAZ","1","=912"
"KAWHI","1","=912"
"KAYCE-JAMES","1","=912"
"KAYCEE","1","=912"
"KAYDON","1","=912"
"KAYEMDEE","1","=912"
"KAYLEN","1","=912"
"KAYNEN","1","=912"
"KAZAIAH","1","=912"
"KAZI","1","=912"
"KAZIM","1","=912"
"KEALYN","1","=912"
"KEATEN","1","=912"
"KEDAR","1","=912"
"KEENAN","1","=912"
"KEIZER","1","=912"
"KENAI","1","=912"
"KENENNA","1","=912"
"KENGARZAA","1","=912"
"KENNEDY","1","=912"
"KENZY","1","=912"
"KESARPAL","1","=912"
"KESHAV","1","=912"
"KESTER","1","=912"
"KEV-VINNCINT","1","=912"
"KEVAUGHN","1","=912"
"KEYHAN","1","=912"
"KHAIDEN-LEE","1","=912"
"KHAILIJAH-JAMES","1","=912"
"KHALID","1","=912"
"KHALIL","1","=912"
"KHAMAI","1","=912"
"KHAOS-JOHN","1","=912"
"KHELIJAH","1","=912"
"KHIEM","1","=912"
"KHOA","1","=912"
"KHOBIE","1","=912"
"KHOI","1","=912"
"KHRISTOPHER","1","=912"
"KHUSH","1","=912"
"KHYAAN","1","=912"
"KIDUS","1","=912"
"KINGSLEIGH-CREED","1","=912"
"KINGSTON","1","=912"
"KIP","1","=912"
"KIPP","1","=912"
"KIYAAN","1","=912"
"KIYAN","1","=912"
"KIYRIN","1","=912"
"KLHOU","1","=912"
"KLIMENT","1","=912"
"KNOX","1","=912"
"KNYTE","1","=912"
"KOAST","1","=912"
"KOBIE","1","=912"
"KOHAKU","1","=912"
"KOHENOOR","1","=912"
"KOHITATEA","1","=912"
"KOL","1","=912"
"KOLE","1","=912"
"KOLSEN","1","=912"
"KOLTER","1","=912"
"KONTHAWARDANA","1","=912"
"KOSTA","1","=912"
"KRISHNA","1","=912"
"KRISTOPHER","1","=912"
"KRITAN","1","=912"
"KRITHIK","1","=912"
"KRUZE","1","=912"
"KUCH","1","=912"
"KUEK","1","=912"
"KULTAR","1","=912"
"KUMAYL","1","=912"
"KUNWAR","1","=912"
"KUOL","1","=912"
"KUOT","1","=912"
"KURBAAN","1","=912"
"KYDON","1","=912"
"KYE","1","=912"
"KYI","1","=912"
"KYIA","1","=912"
"KYLAN","1","=912"
"KYLE","1","=912"
"KYLEN","1","=912"
"KYLER","1","=912"
"KYLO","1","=912"
"KYMIAN","1","=912"
"KYREE","1","=912"
"KYREECE","1","=912"
"KYRON","1","=912"
"KYZELL","1","=912"
"L-JAY","1","=912"
"LABROYN","1","=912"
"LACHLANN","1","=912"
"LACHY","1","=912"
"LACINA","1","=912"
"LAIKA","1","=912"
"LAIKEN","1","=912"
"LAIKHYN","1","=912"
"LAIKYN","1","=912"
"LAITEN","1","=912"
"LAJON","1","=912"
"LAKYN","1","=912"
"LAM","1","=912"
"LANCE","1","=912"
"LANDEN","1","=912"
"LANDYN","1","=912"
"LASZLO","1","=912"
"LATRELLE","1","=912"
"LAURIE","1","=912"
"LAVIE","1","=912"
"LAVIT","1","=912"
"LAWLESS","1","=912"
"LAYKN","1","=912"
"LAYTH","1","=912"
"LECI","1","=912"
"LEEHANG","1","=912"
"LEIF","1","=912"
"LEIGH","1","=912"
"LEITHAN","1","=912"
"LENNI","1","=912"
"LENNIE","1","=912"
"LENNIX","1","=912"
"LEOH","1","=912"
"LEVY","1","=912"
"LEWIN","1","=912"
"LIEFER","1","=912"
"LIHO","1","=912"
"LIJAH","1","=912"
"LIJESH","1","=912"
"LIKHITH","1","=912"
"LINDEN","1","=912"
"LINK","1","=912"
"LIONEL","1","=912"
"LITJA","1","=912"
"LITO","1","=912"
"LIVAAN","1","=912"
"LLAYTON","1","=912"
"LLEWYN","1","=912"
"LLOYD","1","=912"
"LOCHLAN","1","=912"
"LOCKIE","1","=912"
"LOGANN","1","=912"
"LOK","1","=912"
"LOMANI","1","=912"
"LORCAN","1","=912"
"LOVELL","1","=912"
"LUC","1","=912"
"LUCIUS","1","=912"
"LUKAH-KHY","1","=912"
"LUKER","1","=912"
"LUKUS","1","=912"
"LUQA","1","=912"
"LUT","1","=912"
"LUTHER","1","=912"
"LYRIK","1","=912"
"LYSANDER","1","=912"
"MAALO","1","=912"
"MAALU","1","=912"
"MAAZ","1","=912"
"MACKAY","1","=912"
"MACRAE","1","=912"
"MADDIX","1","=912"
"MADDOX","1","=912"
"MAGNUS","1","=912"
"MAHEEM","1","=912"
"MAHER","1","=912"
"MAHLI","1","=912"
"MAIRAV","1","=912"
"MAJD","1","=912"
"MAKASHA","1","=912"
"MAKSIM","1","=912"
"MAKSYMILIAN","1","=912"
"MALAKHAI","1","=912"
"MALAKHI","1","=912"
"MALKA","1","=912"
"MALO","1","=912"
"MANAIA","1","=912"
"MANAN","1","=912"
"MANASSEH","1","=912"
"MANASV","1","=912"
"MANDRAKE","1","=912"
"MANHAS","1","=912"
"MANKIRAT","1","=912"
"MANNING","1","=912"
"MANNY","1","=912"
"MANROE","1","=912"
"MANSHER","1","=912"
"MANTEJ","1","=912"
"MANTRA","1","=912"
"MANUEL","1","=912"
"MANVIK","1","=912"
"MANVITH","1","=912"
"MANZI","1","=912"
"MARC","1","=912"
"MARCEL","1","=912"
"MARCELUS","1","=912"
"MARCKUS","1","=912"
"MARDY","1","=912"
"MARKAIRO-COLIN","1","=912"
"MARLI","1","=912"
"MARLOW","1","=912"
"MARNUS","1","=912"
"MARQAEL","1","=912"
"MARS","1","=912"
"MASSIMO","1","=912"
"MATAO","1","=912"
"MATAROKI","1","=912"
"MATE","1","=912"
"MATHEUS","1","=912"
"MATT","1","=912"
"MATTEEN","1","=912"
"MATTIAS","1","=912"
"MAURICE","1","=912"
"MAURYANSH","1","=912"
"MAVERIX","1","=912"
"MAXI","1","=912"
"MAXIMILIAAN","1","=912"
"MAXIMO","1","=912"
"MAYEN","1","=912"
"MAYSAM","1","=912"
"MAZEN","1","=912"
"MAZIN","1","=912"
"MC","1","=912"
"MCKINLEY","1","=912"
"MCRONALD","1","=912"
"MEDHAANSH","1","=912"
"MEDHANSH","1","=912"
"MEHARVAAN","1","=912"
"MEHDI","1","=912"
"MEHRAAB","1","=912"
"MEHRAB","1","=912"
"MEHRAD","1","=912"
"MEHRAS","1","=912"
"MEKIAH","1","=912"
"MENELIK","1","=912"
"MERAJ","1","=912"
"MESUM","1","=912"
"METE","1","=912"
"MEYVER","1","=912"
"MIEL","1","=912"
"MIHAILO","1","=912"
"MIJAS","1","=912"
"MIKAH","1","=912"
"MIKAHLO","1","=912"
"MIKHAIL","1","=912"
"MILAAP","1","=912"
"MILAD","1","=912"
"MIO","1","=912"
"MIR","1","=912"
"MIRAAN","1","=912"
"MIRAN","1","=912"
"MIVAAN","1","=912"
"MIVAN","1","=912"
"MOBEEN","1","=912"
"MOBIN","1","=912"
"MOE","1","=912"
"MOGAMMAD","1","=912"
"MOHAMAD","1","=912"
"MOHAMED","1","=912"
"MOHAMMEDALI","1","=912"
"MOHAMUD","1","=912"
"MOHSIN","1","=912"
"MOMIN","1","=912"
"MONTADAR","1","=912"
"MONTAGUE","1","=912"
"MONTGOMERY","1","=912"
"MORDEKHAI","1","=912"
"MORTAZA","1","=912"
"MOSAWER","1","=912"
"MOSHANE","1","=912"
"MOSS","1","=912"
"MOUSA","1","=912"
"MOXON","1","=912"
"MUAYED","1","=912"
"MUNACHIMSO","1","=912"
"MUNASHE","1","=912"
"MURAD","1","=912"
"MUREN","1","=912"
"MUSTAFA","1","=912"
"MUYANG","1","=912"
"MUZHI","1","=912"
"MYKA","1","=912"
"MYKAH","1","=912"
"MYLO","1","=912"
"NABHAN","1","=912"
"NAIMATHULLAH","1","=912"
"NAKEEM","1","=912"
"NAKOAH","1","=912"
"NANG","1","=912"
"NASAM","1","=912"
"NASEEB","1","=912"
"NAU","1","=912"
"NAUNIHAAL","1","=912"
"NAUNIHAL","1","=912"
"NAVISH","1","=912"
"NAVRAJ","1","=912"
"NAVTAJ","1","=912"
"NAYAAB","1","=912"
"NAYEL","1","=912"
"NAYTE","1","=912"
"NAYZAN","1","=912"
"NAZIM","1","=912"
"NEAL","1","=912"
"NECTARIOS","1","=912"
"NEEJ","1","=912"
"NEEKO","1","=912"
"NEEOM","1","=912"
"NEEV","1","=912"
"NEIKO","1","=912"
"NEIL","1","=912"
"NELSON","1","=912"
"NEMR","1","=912"
"NETHIGEL","1","=912"
"NEVAAN","1","=912"
"NEWLAND","1","=912"
"NEYANSH","1","=912"
"NGADAAM","1","=912"
"NGUYEN","1","=912"
"NIBHANSH","1","=912"
"NICO","1","=912"
"NICODEMUS","1","=912"
"NIK","1","=912"
"NIKITA","1","=912"
"NIKLAUS","1","=912"
"NIKOLA","1","=912"
"NIKOLAS","1","=912"
"NIKOS","1","=912"
"NIRVAN","1","=912"
"NIRVED","1","=912"
"NISAR","1","=912"
"NITYANSH","1","=912"
"NIVAM","1","=912"
"NIVANSH","1","=912"
"NIYAAM","1","=912"
"NNAMDI","1","=912"
"NO","1","=912"
"NOAH-ROBERT","1","=912"
"NOGEN","1","=912"
"NOOR","1","=912"
"NOVAH","1","=912"
"NRIPJOT","1","=912"
"NRIVANSH","1","=912"
"NULLAH","1","=912"
"NYJAH","1","=912"
"NYX","1","=912"
"OAK","1","=912"
"OAKLAN","1","=912"
"OAKLAND","1","=912"
"OAKLEE","1","=912"
"OAKLEN","1","=912"
"OAKLYN","1","=912"
"OAKLYN-RAIN","1","=912"
"OAKLYNN","1","=912"
"OBIE","1","=912"
"OBINNA","1","=912"
"OCHRE","1","=912"
"OCTAVIAN","1","=912"
"ODEN","1","=912"
"ODIS","1","=912"
"OGHENEMARO","1","=912"
"OHENEBA-ZION","1","=912"
"OJAS","1","=912"
"OJAZ","1","=912"
"OLISAELOKA","1","=912"
"OLISE","1","=912"
"OLIVIER","1","=912"
"OMER","1","=912"
"ONYX-JAY","1","=912"
"ORAZIO","1","=912"
"OSITA","1","=912"
"OSWALD","1","=912"
"OTITO","1","=912"
"OWETHU","1","=912"
"OZIL","1","=912"
"OZLO","1","=912"
"OZZY","1","=912"
"PAARSHIV","1","=912"
