Given Name,Amount,Position
"ANOUSHA","1","=828"
"ANTELIA","1","=828"
"ANTHEA","1","=828"
"ANTONIA","1","=828"
"ANTONINA","1","=828"
"ANUSKA","1","=828"
"ANUTTARA","1","=828"
"ANYIETH","1","=828"
"APAJOK","1","=828"
"APPHIA","1","=828"
"AQUILA","1","=828"
"AQUILINA","1","=828"
"ARCHEMINA","1","=828"
"AREEBA","1","=828"
"AREZO","1","=828"
"ARFA","1","=828"
"ARIA-ANN","1","=828"
"ARIADNE","1","=828"
"ARIANAH","1","=828"
"ARIANNAH","1","=828"
"ARIANNE","1","=828"
"ARIARNA","1","=828"
"ARIECH","1","=828"
"ARIELE","1","=828"
"ARIKA","1","=828"
"ARIN","1","=828"
"ARINA","1","=828"
"ARIONA","1","=828"
"ARISA","1","=828"
"ARISHA","1","=828"
"ARISSA","1","=828"
"ARISTEA","1","=828"
"ARISTEIA","1","=828"
"ARIYA","1","=828"
"ARLO","1","=828"
"ARMELLE","1","=828"
"ARMIN","1","=828"
"AROHA","1","=828"
"AROK","1","=828"
"ARPANJOT","1","=828"
"ARSHIKA","1","=828"
"ARSHNOOR","1","=828"
"ARVY","1","=828"
"ARWEN","1","=828"
"ARYANA","1","=828"
"ASEES","1","=828"
"ASEYA","1","=828"
"ASHA-ROSE","1","=828"
"ASHANTI","1","=828"
"ASHARA","1","=828"
"ASHAYA","1","=828"
"ASHLEA","1","=828"
"ASHLYNN","1","=828"
"ASHTON","1","=828"
"ASHTYN","1","=828"
"ASMA","1","=828"
"ASNA","1","=828"
"ASREET","1","=828"
"ASTA","1","=828"
"ASTRAL","1","=828"
"ATAAHUA","1","=828"
"ATEFEH","1","=828"
"ATER","1","=828"
"ATHIENG","1","=828"
"ATHINA","1","=828"
"ATHIRAA","1","=828"
"AUBAN","1","=828"
"AUBREE-JAYE","1","=828"
"AUBREY-LEE","1","=828"
"AUBRIE","1","=828"
"AUDRA","1","=828"
"AUDREE","1","=828"
"AUDUN","1","=828"
"AURORA-MAE","1","=828"
"AVA-ALEXANDRA","1","=828"
"AVA-LOUISE","1","=828"
"AVA-MAREE","1","=828"
"AVAH","1","=828"
"AVALEE","1","=828"
"AVALIE","1","=828"
"AVALINE","1","=828"
"AVARIE-JEAN","1","=828"
"AVARNHI","1","=828"
"AVELINA","1","=828"
"AVELINE","1","=828"
"AVELYN","1","=828"
"AVIGAIL","1","=828"
"AVIKA","1","=828"
"AVIRA","1","=828"
"AVISHA","1","=828"
"AVIYANA","1","=828"
"AVNEET","1","=828"
"AVNI","1","=828"
"AVNOOR","1","=828"
"AVRIL","1","=828"
"AWOLLO","1","=828"
"AXELLE","1","=828"
"AYAANA","1","=828"
"AYALETT","1","=828"
"AYANA","1","=828"
"AYAT","1","=828"
"AYDAH","1","=828"
"AYESHA","1","=828"
"AYEZAH","1","=828"
"AYLIN","1","=828"
"AYNUR","1","=828"
"AYOMIDE","1","=828"
"AYRLEE","1","=828"
"AYUDRI","1","=828"
"AYUEN","1","=828"
"AYVAH-ROSE","1","=828"
"AYZA","1","=828"
"AZABELLE","1","=828"
"AZALEI","1","=828"
"AZARLEAH","1","=828"
"AZAYLIA","1","=828"
"AZEEZA","1","=828"
"AZHARIA","1","=828"
"AZLEENA","1","=828"
"AZREET","1","=828"
"AZURITE","1","=828"
"BAANI","1","=828"
"BAELYN","1","=828"
"BAILEIGH","1","=828"
"BALEY","1","=828"
"BANEEN","1","=828"
"BANIN","1","=828"
"BAO","1","=828"
"BARAN","1","=828"
"BARLEEN","1","=828"
"BARZAH","1","=828"
"BASIABIBI","1","=828"
"BATOOL","1","=828"
"BAWI","1","=828"
"BAYLEE","1","=828"
"BAYLEE-JADE","1","=828"
"BEATRIZ","1","=828"
"BEAU","1","=828"
"BECCA","1","=828"
"BELLAMY","1","=828"
"BELLAROSE","1","=828"
"BELLISA","1","=828"
"BELTANA","1","=828"
"BETHANIE","1","=828"
"BETTY","1","=828"
"BETTY-MAY","1","=828"
"BHAVIKA","1","=828"
"BHOOMI","1","=828"
"BIANKA","1","=828"
"BINDEE","1","=828"
"BINDI","1","=828"
"BINULI","1","=828"
"BIPASNA","1","=828"
"BIRDIE","1","=828"
"BLAKE","1","=828"
"BLESSED","1","=828"
"BLESSY","1","=828"
"BLISS","1","=828"
"BO","1","=828"
"BOBBIE","1","=828"
"BODHI","1","=828"
"BONNEE","1","=828"
"BORNITA","1","=828"
"BRAKALIA","1","=828"
"BRANDI","1","=828"
"BRAYLEE","1","=828"
"BREE","1","=828"
"BRIA","1","=828"
"BRIAHNA","1","=828"
"BRIANNE","1","=828"
"BRIDEY","1","=828"
"BRIGID","1","=828"
"BRITI","1","=828"
"BRITNEY","1","=828"
"BRITTANY","1","=828"
"BRONTE","1","=828"
"BROOKLIN","1","=828"
"BROOKLY","1","=828"
"BUFFY","1","=828"
"CADENCE-ROSE","1","=828"
"CAIDENCE","1","=828"
"CAILA","1","=828"
"CAILEY","1","=828"
"CAISIDE","1","=828"
"CAITHLYNN","1","=828"
"CALEY","1","=828"
"CALLI","1","=828"
"CAMERON","1","=828"
"CAMILA","1","=828"
"CANDACE","1","=828"
"CANDICE","1","=828"
"CAPELLA","1","=828"
"CAPRI","1","=828"
"CARA","1","=828"
"CARLA","1","=828"
"CARLY","1","=828"
"CARTER","1","=828"
"CASEY","1","=828"
"CASSIDY","1","=828"
"CASSIE","1","=828"
"CATHY","1","=828"
"CAYDEE","1","=828"
"CAYLEIGH","1","=828"
"CECILE","1","=828"
"CEDA","1","=828"
"CEDAR","1","=828"
"CELINA-THANH","1","=828"
"CELISE","1","=828"
"CELISHA","1","=828"
"CERYS","1","=828"
"CHAISE","1","=828"
"CHALISA","1","=828"
"CHANCELINE","1","=828"
"CHANEL","1","=828"
"CHARIS","1","=828"
"CHARISSE","1","=828"
"CHARLEE-LOUISE","1","=828"
"CHARLETTE","1","=828"
"CHARLISE","1","=828"
"CHARLYSSE","1","=828"
"CHARMI","1","=828"
"CHAU","1","=828"
"CHELSIE","1","=828"
"CHELSY","1","=828"
"CHEVY-LEE","1","=828"
"CHEYENNE","1","=828"
"CHHIV","1","=828"
"CHILLI","1","=828"
"CHILYSSIA","1","=828"
"CHIYUI","1","=828"
"CHRISANNE","1","=828"
"CHRISSY","1","=828"
"CHRISTABEL","1","=828"
"CHRISTAL","1","=828"
"CHRISTIANA","1","=828"
"CHRISTIE","1","=828"
"CHU","1","=828"
"CHUYUE","1","=828"
"CIAIRAN","1","=828"
"CIAN","1","=828"
"CIARAH","1","=828"
"CICI","1","=828"
"CLAIR","1","=828"
"CLARISSA","1","=828"
"CLEOPATRA","1","=828"
"COBY","1","=828"
"CODEE-JO","1","=828"
"CODY","1","=828"
"COLETTA","1","=828"
"COLETTE","1","=828"
"COLLINS","1","=828"
"CONNIE-RAE","1","=828"
"CONSTANCE","1","=828"
"COOPER","1","=828"
"CORDELIA","1","=828"
"CORI","1","=828"
"COTY","1","=828"
"COWSAR","1","=828"
"CRYSTALYN","1","=828"
"CYDI","1","=828"
"CYNDI","1","=828"
"CYNTHIA","1","=828"
"DAISY-MAREE","1","=828"
"DAJANA","1","=828"
"DAKODA","1","=828"
"DALARAH","1","=828"
"DALEEN","1","=828"
"DALIA","1","=828"
"DALILAH","1","=828"
"DALLAS","1","=828"
"DAMANJOT","1","=828"
"DANA","1","=828"
"DANIA","1","=828"
"DANICA","1","=828"
"DANII","1","=828"
"DANIJELA","1","=828"
"DANIKA","1","=828"
"DANITA","1","=828"
"DANNI","1","=828"
"DARCIE","1","=828"
"DARPAN","1","=828"
"DARSH","1","=828"
"DARSHIKA","1","=828"
"DAVINA","1","=828"
"DAWN","1","=828"
"DAYLA","1","=828"
"DEANNE-LEE","1","=828"
"DEBRA","1","=828"
"DECODA","1","=828"
"DEEANNE","1","=828"
"DEETA","1","=828"
"DEIRDRE","1","=828"
"DEKOTA","1","=828"
"DEKYRAH","1","=828"
"DELA","1","=828"
"DELANEY","1","=828"
"DELLA","1","=828"
"DELNIA","1","=828"
"DELSA","1","=828"
"DESPINA","1","=828"
"DESTINEE","1","=828"
"DEVON","1","=828"
"DEZEE","1","=828"
"DHARANI","1","=828"
"DHARPALI","1","=828"
"DHEANNA","1","=828"
"DHRISHA","1","=828"
"DHYANA","1","=828"
"DIA","1","=828"
"DILLON","1","=828"
"DISHI","1","=828"
"DIVJOT","1","=828"
"DIVROOP","1","=828"
"DIVYJOTI","1","=828"
"DLIN","1","=828"
"DOLINA","1","=828"
"DOMENICA","1","=828"
"DOMINIKA","1","=828"
"DOMNICA","1","=828"
"DONNATELLA","1","=828"
"DORETTE","1","=828"
"DORIANE","1","=828"
"DOROTHEA","1","=828"
"DORSA","1","=828"
"DRESDEN","1","=828"
"DREW","1","=828"
"DRISHTI","1","=828"
"EADGYTH","1","=828"
"EADIE","1","=828"
"EDEL","1","=828"
"EDRIELLE","1","=828"
"EDWINA","1","=828"
"EEFA","1","=828"
"EFFIE","1","=828"
"EFRUZ","1","=828"
"EHREN","1","=828"
"EILEEN","1","=828"
"EILIYAH","1","=828"
"EJATU","1","=828"
"EKAMJOT","1","=828"
"EKANJOT","1","=828"
"EL","1","=828"
"ELAINA","1","=828"
"ELANORA","1","=828"
"ELAYNA","1","=828"
"ELENI","1","=828"
"ELHAAM","1","=828"
"ELICIA","1","=828"
"ELIEANA","1","=828"
"ELIKA","1","=828"
"ELINA","1","=828"
"ELINOR","1","=828"
"ELIORA","1","=828"
"ELISA","1","=828"
"ELITA","1","=828"
"ELKA","1","=828"
"ELKY","1","=828"
"ELLAH","1","=828"
"ELLAHA","1","=828"
"ELLAINE","1","=828"
"ELLANAH","1","=828"
"ELLANORE","1","=828"
"ELLAYLA","1","=828"
"ELLEIGHA","1","=828"
"ELLEIRAH","1","=828"
"ELLEN","1","=828"
"ELLENA","1","=828"
"ELLENOR","1","=828"
"ELLIA","1","=828"
"ELLIANAH","1","=828"
"ELLIANNA","1","=828"
"ELLIANNE","1","=828"
"ELLIE-LOUISE","1","=828"
"ELLIETTE","1","=828"
"ELLISSA","1","=828"
"ELLORA","1","=828"
"ELLYANA","1","=828"
"ELNORA","1","=828"
"ELOISA","1","=828"
"ELOUISA","1","=828"
"ELSPETH","1","=828"
"ELSY","1","=828"
"ELVIE","1","=828"
"ELYSSIA","1","=828"
"ELYZA","1","=828"
"EMALEE","1","=828"
"EMALI","1","=828"
"EMALINE","1","=828"
"EMAN","1","=828"
"EMANUELLA","1","=828"
"EMERALD","1","=828"
"EMERSYN","1","=828"
"EMERY","1","=828"
"EMILIJAH","1","=828"
"EMILY-JANE","1","=828"
"EMILY-ROSE","1","=828"
"EMMA-LEE","1","=828"
"EMMANUEL","1","=828"
"EMMANUELLE","1","=828"
"EMME","1","=828"
"EMMERSON","1","=828"
"EMMI","1","=828"
"ENYRAH","1","=828"
"ERIKA","1","=828"
"ERILYN","1","=828"
"ERONA","1","=828"
"ESHE","1","=828"
"ESHREET","1","=828"
"ESMA","1","=828"
"ESPERANZA","1","=828"
"ESSA","1","=828"
"ESTA","1","=828"
"ESTEEN","1","=828"
"ESTELLA","1","=828"
"ETHEL","1","=828"
"ETTA","1","=828"
"EUNICE","1","=828"
"EVALYN","1","=828"
"EVANE","1","=828"
"EVERLEE","1","=828"
"EVERLYN","1","=828"
"EVITA","1","=828"
"EVLYN","1","=828"
"EVOLET","1","=828"
"EWA","1","=828"
"EYLAH","1","=828"
"EZMAE","1","=828"
"EZME","1","=828"
"FABIANA","1","=828"
"FAIZA","1","=828"
"FARAH","1","=828"
"FAREEHA","1","=828"
"FARHAT","1","=828"
"FARHEEN","1","=828"
"FATIEMA","1","=828"
"FATIMAH","1","=828"
"FATMATA","1","=828"
"FELICIA","1","=828"
"FENER","1","=828"
"FEVEN","1","=828"
"FINAELOTO","1","=828"
"FINLAY","1","=828"
"FINN","1","=828"
"FIZA","1","=828"
"FLORA","1","=828"
"FLYNN","1","=828"
"FRANCES","1","=828"
"FRANCESCA-SUSANA","1","=828"
"FREDA","1","=828"
"FREJA","1","=828"
"FREYA-TALEI","1","=828"
"FRIDA","1","=828"
"GABI","1","=828"
"GABRIELA","1","=828"
"GABRIELLYAH","1","=828"
"GAIA","1","=828"
"GAYATHMEE","1","=828"
"GEETHA","1","=828"
"GENESIS","1","=828"
"GENEVIENE","1","=828"
"GEORGETTE","1","=828"
"GEORGI","1","=828"
"GEORGIANA","1","=828"
"GERTIE","1","=828"
"GHALA","1","=828"
"GIADA","1","=828"
"GINEVRA","1","=828"
"GINGER","1","=828"
"GIORGIA","1","=828"
"GLYZELLE","1","=828"
"GOLDIE","1","=828"
"GRACE-DEZEL","1","=828"
"GRACE-SARAH","1","=828"
"GRACEL","1","=828"
"GRACEY","1","=828"
"GRACIE-MAE","1","=828"
"GRAYAH","1","=828"
"GRAZIELLA","1","=828"
"GUNREET","1","=828"
"GUREET","1","=828"
"GURLEEN","1","=828"
"GURMEHAR","1","=828"
"GURSAAKHI","1","=828"
"GURSEES","1","=828"
"GURSHEEN","1","=828"
"GURSIFAT","1","=828"
"GURSIRAT","1","=828"
"GWEN","1","=828"
"GWENDOLYN","1","=828"
"GYPSY","1","=828"
"HA","1","=828"
"HADASSAH","1","=828"
"HADIA","1","=828"
"HAFIZA","1","=828"
"HAFSA","1","=828"
"HAFSAH","1","=828"
"HAILE","1","=828"
"HAILEY-ROSE","1","=828"
"HAILIE","1","=828"
"HAIMI","1","=828"
"HALEY","1","=828"
"HALIA","1","=828"
"HALIMA","1","=828"
"HALLEE","1","=828"
"HALLELUJAH","1","=828"
"HALLIE","1","=828"
"HAMUTALI","1","=828"
"HANEET","1","=828"
"HANEN","1","=828"
"HANISHKA","1","=828"
"HANNANAH","1","=828"
"HANNON","1","=828"
"HARGUNPREET","1","=828"
"HARJAAP","1","=828"
"HARKIRAT","1","=828"
"HARLEIGH","1","=828"
"HARPER-ROSE","1","=828"
"HARRIETTE","1","=828"
"HARSHITA","1","=828"
"HARSHITHA","1","=828"
"HARUKA","1","=828"
"HARVEEN","1","=828"
"HARVIE","1","=828"
"HARYNE","1","=828"
"HASHREET","1","=828"
"HASTI","1","=828"
"HATIFA","1","=828"
"HAVANNA","1","=828"
"HAVANNAH","1","=828"
"HAWA","1","=828"
"HAWAH","1","=828"
"HAYA","1","=828"
"HAYLA","1","=828"
"HAYLEA","1","=828"
"HAYLEY-JAYNE","1","=828"
"HAZEL-ROSE","1","=828"
"HEBA","1","=828"
"HEER","1","=828"
"HENA","1","=828"
"HENLI","1","=828"
"HETOUN","1","=828"
"HEZA","1","=828"
"HIBBA-TUL-MATEEN","1","=828"
"HIBBAH","1","=828"
"HILARY","1","=828"
"HILDA","1","=828"
"HIRVA","1","=828"
"HODA","1","=828"
"HOLLEY","1","=828"
"HONOR","1","=828"
"HONOUR","1","=828"
"HOORIA","1","=828"
"HOSANNA","1","=828"
"HUDA","1","=828"
"HUDSON","1","=828"
"HUMDIYA","1","=828"
"HUNAR","1","=828"
"HUNARR","1","=828"
"HUNTER","1","=828"
"HURLEE","1","=828"
"HUSSAINA","1","=828"
"HUYEN-AN","1","=828"
"HYACINTH","1","=828"
"IBA","1","=828"
"IBTISAM","1","=828"
"IDA-MAE","1","=828"
"IGGY","1","=828"
"IGNACIA","1","=828"
"IGNAZIA","1","=828"
"IKHLAS","1","=828"
"ILANA","1","=828"
"ILARIA","1","=828"
"ILEENA","1","=828"
"ILIAH-MARIE","1","=828"
"ILONA","1","=828"
"IMAAN","1","=828"
"IMAN","1","=828"
"IMISIOLUWA","1","=828"
"IMMACULEE","1","=828"
"IMOGEN-BAILEY","1","=828"
"INA","1","=828"
"INAYA","1","=828"
"INDAH","1","=828"
"INDI-ROSE","1","=828"
"INDIE-ROSE","1","=828"
"INDII","1","=828"
"INDIRA","1","=828"
"INEKE","1","=828"
"INEZ","1","=828"
"INKA","1","=828"
"INNARA","1","=828"
"INVIDIA","1","=828"
"IOANNA","1","=828"
"IQRA","1","=828"
"IRIDESSA","1","=828"
"IRIS-EVE","1","=828"
"IRMA","1","=828"
"ISA","1","=828"
"ISABELLA-ROSE","1","=828"
"ISADORA","1","=828"
"ISATU","1","=828"
"ISHANA","1","=828"
"ISHERPREET","1","=828"
"ISHI","1","=828"
"ISHPREET","1","=828"
"ISMAHAN","1","=828"
"ISOBELLA","1","=828"
"ISOBELLE","1","=828"
"ISOLA","1","=828"
"ISRAA","1","=828"
"ISSABELLA","1","=828"
"IVIE","1","=828"
"IVORY","1","=828"
"IYLA","1","=828"
"IYLABELLE-MAYPLE","1","=828"
"IZABELLE","1","=828"
"IZZIE","1","=828"
"JA'MAYA","1","=828"
"JACINTHA","1","=828"
"JACQUELINE","1","=828"
"JADA","1","=828"
"JAIDA","1","=828"
"JAIDYN","1","=828"
"JAIMEY-LEE","1","=828"
"JAKAYLA","1","=828"
"JALEELA","1","=828"
"JALILA","1","=828"
"JAMUNI","1","=828"
"JANINA","1","=828"
"JANNA","1","=828"
"JANNALI","1","=828"
"JANNAT","1","=828"
"JAPLEEN","1","=828"
"JAPREEN","1","=828"
"JAQUIERAH","1","=828"
"JARRAH","1","=828"
"JASHA","1","=828"
"JASHITHA","1","=828"
"JASMINA","1","=828"
"JASNOOR","1","=828"
"JASROOP","1","=828"
"JASSLEEN","1","=828"
"JAVERIA","1","=828"
"JAYCEE","1","=828"
"JAYDAH","1","=828"
"JAYLA","1","=828"
"JAYLAH","1","=828"
"JAYNI","1","=828"
"JAZMIN","1","=828"
"JAZMINE","1","=828"
"JAZMYN","1","=828"
"JEANETTE","1","=828"
"JEEYA","1","=828"
"JEILIN","1","=828"
"JELENA","1","=828"
"JEMIMAH","1","=828"
"JENAYA","1","=828"
"JENELLE","1","=828"
"JENNI","1","=828"
"JESIRAE","1","=828"
"JESS","1","=828"
"JESSA","1","=828"
"JESSAMYN","1","=828"
"JESSICA-GRACE","1","=828"
"JESWITHA","1","=828"
"JEWEL","1","=828"
"JHAYLA","1","=828"
"JHAZMINE","1","=828"
"JIAHUI","1","=828"
"JILLIAN","1","=828"
"JILLY","1","=828"
"JIN","1","=828"
"JING","1","=828"
"JINGWEN","1","=828"
"JIZELLE","1","=828"
"JOANA","1","=828"
"JOANIE","1","=828"
"JOCELYN","1","=828"
"JODIE","1","=828"
"JOE","1","=828"
"JOEL","1","=828"
"JOEY","1","=828"
"JOHANA","1","=828"
"JOHANAN","1","=828"
"JOHANNA","1","=828"
"JOIE","1","=828"
"JOLIE","1","=828"
"JORDANA","1","=828"
"JORJAH","1","=828"
"JOSELYN","1","=828"
"JOZLYN","1","=828"
"JUDE","1","=828"
"JUDGES","1","=828"
"JULIANA","1","=828"
"JULIE","1","=828"
"JULIETA","1","=828"
"JUPNOOR","1","=828"
"JURI","1","=828"
"JUSTICEE","1","=828"
"K'LEIGH","1","=828"
"KAASHVI","1","=828"
"KAAYA","1","=828"
"KACIE","1","=828"
"KADENCE","1","=828"
"KAELYN","1","=828"
"KAHLA","1","=828"
"KAHLI","1","=828"
"KAI","1","=828"
"KAIA","1","=828"
"KAILA","1","=828"
"KAILIANNA","1","=828"
"KAIRA","1","=828"
"KAIRI","1","=828"
"KAISEY","1","=828"
"KAJA","1","=828"
"KALEY","1","=828"
"KALIAH","1","=828"
"KALINA","1","=828"
"KALIRA","1","=828"
"KALISI","1","=828"
"KALISTA","1","=828"
"KARAMBIR","1","=828"
"KAREN","1","=828"
"KARINA","1","=828"
"KARISSA","1","=828"
"KARLA","1","=828"
"KARLY","1","=828"
"KARMISHA","1","=828"
"KARRI","1","=828"
"KASHVI","1","=828"
"KASSIDEE","1","=828"
"KASSIDY","1","=828"
"KATANA","1","=828"
"KATHLYN","1","=828"
"KATHRINE","1","=828"
"KATIJA","1","=828"
"KATNISS","1","=828"
"KATRIJN-JOSEFIEN","1","=828"
"KATRINA","1","=828"
"KAUSAR","1","=828"
"KAWDHI","1","=828"
"KAYA","1","=828"
"KAYAH","1","=828"
"KAYCEE","1","=828"
"KAYDANCE","1","=828"
"KAYLEN","1","=828"
"KAYLI","1","=828"
"KAYLIN","1","=828"
"KAYRA","1","=828"
"KAYTLIN","1","=828"
"KEANA","1","=828"
"KEELEY","1","=828"
"KEERA","1","=828"
"KEERAT","1","=828"
"KEESHA","1","=828"
"KEIDY","1","=828"
"KELLYANNE","1","=828"
"KENDAH","1","=828"
"KENDALL","1","=828"
"KENDYL","1","=828"
"KENISHA","1","=828"
"KENNEDI","1","=828"
"KENNEDY","1","=828"
"KENYA","1","=828"
"KENZEE","1","=828"
"KERALIANI","1","=828"
"KESHADRIE","1","=828"
"KESHAYLA","1","=828"
"KESIAH","1","=828"
"KETER","1","=828"
"KETH","1","=828"
"KEVA","1","=828"
"KHALILAH","1","=828"
"KHANH","1","=828"
"KHAYALINII","1","=828"
"KIALA","1","=828"
"KIANDRA","1","=828"
"KIARA-LEA","1","=828"
"KIARAH","1","=828"
"KIARALEE","1","=828"
"KIEARA","1","=828"
"KIERRA","1","=828"
"KIESHA","1","=828"
"KIESHELLE-LEE","1","=828"
"KIM","1","=828"
"KIM-NGOC","1","=828"
"KIMBERLY","1","=828"
"KIMORA","1","=828"
"KIMYA","1","=828"
"KINAAZ","1","=828"
"KINARA","1","=828"
"KINDRED","1","=828"
"KINSEY","1","=828"
"KIPENDAROHO","1","=828"
"KIRALEE","1","=828"
"KIRANJOT","1","=828"
"KIRBY","1","=828"
"KIRSTY","1","=828"
"KISA","1","=828"
"KIT","1","=828"
"KITANA","1","=828"
"KITHUMI","1","=828"
"KIYA","1","=828"
"KLAIRE","1","=828"
"KLARA","1","=828"
"KLOEE","1","=828"
"KOA","1","=828"
"KOBI","1","=828"
"KOBY","1","=828"
"KORRA","1","=828"
"KOTHAI","1","=828"
"KRINA","1","=828"
"KRISTALEE","1","=828"
"KRISTIANA","1","=828"
"KRISTIN","1","=828"
"KRITTIYA","1","=828"
"KRYSTAL-LEIGH","1","=828"
"KSHARNY","1","=828"
"KUDRAT","1","=828"
"KULNOOR","1","=828"
"KYANNA","1","=828"
"KYELIE","1","=828"
"KYIAH","1","=828"
"LABRINI","1","=828"
"LAHNEE","1","=828"
"LAIBA","1","=828"
"LAICEE","1","=828"
"LAILAH-ROSE","1","=828"
"LAILIE","1","=828"
"LAKEY","1","=828"
"LAKICA","1","=828"
"LAKSHMI","1","=828"
"LALANA","1","=828"
"LALEIA","1","=828"
"LAM","1","=828"
"LANGA","1","=828"
"LANI","1","=828"
"LANXIN","1","=828"
"LAREINA","1","=828"
"LASIA","1","=828"
"LATIESHA","1","=828"
"LAVANA","1","=828"
"LAVANYA","1","=828"
"LAVEE","1","=828"
"LAYAL","1","=828"
"LAYLI","1","=828"
"LEA","1","=828"
"LEAHNETTE","1","=828"
"LEANE","1","=828"
"LEEN","1","=828"
"LEHNI","1","=828"
"LEIAH","1","=828"
"LEIGHTON","1","=828"
"LEILANI","1","=828"
"LEIYAH","1","=828"
"LEKIELAH","1","=828"
"LELIANNA","1","=828"
"LENORA","1","=828"
"LEONA","1","=828"
"LEONIDA","1","=828"
"LESHAE","1","=828"
"LESINA","1","=828"
"LETAYE","1","=828"
"LETISHA","1","=828"
"LEVANA","1","=828"
"LEXI-GRACE","1","=828"
"LEZAH","1","=828"
"LIANNA","1","=828"
"LIBBI","1","=828"
"LIBERTY","1","=828"
"LIELAH","1","=828"
"LILAS","1","=828"
"LILIE","1","=828"
"LILJANA","1","=828"
"LILLA","1","=828"
"LILLADA","1","=828"
"LILLIAH","1","=828"
"LILLIARAH","1","=828"
"LILLIE-MAY","1","=828"
"LILLITH","1","=828"
"LILLY-ROSE","1","=828"
"LILLYANNE","1","=828"
"LILLYARNA","1","=828"
"LILOU","1","=828"
"LILY-ANNE","1","=828"
"LILY-RAIN","1","=828"
"LILYA","1","=828"
"LILYANA","1","=828"
"LILYANN","1","=828"
"LINAYA","1","=828"
"LIRYC","1","=828"
"LISBETH","1","=828"
"LIVI","1","=828"
"LIVIAN","1","=828"
"LIVVY","1","=828"
"LIZA","1","=828"
"LOLAH","1","=828"
"LOLLY","1","=828"
"LORA","1","=828"
"LOREN","1","=828"
"LORI","1","=828"
"LOTTI","1","=828"
"LOU","1","=828"
"LOUELLA","1","=828"
"LOUENNA","1","=828"
"LOUISA","1","=828"
"LOULU","1","=828"
"LOVISE","1","=828"
"LOYCE","1","=828"
"LUA","1","=828"
"LUCIENNE","1","=828"
"LUCIJA","1","=828"
"LUCILLE","1","=828"
"LUJA","1","=828"
"LUKA","1","=828"
"LUKAA","1","=828"
"LULA","1","=828"
"LUNA-PEARL","1","=828"
"LUX","1","=828"
"LUYANNA","1","=828"
"LYLA-GRACE","1","=828"
"LYLA-JOY","1","=828"
"LYN","1","=828"
"LYRICAL","1","=828"
"LYUBOV","1","=828"
"LZZY","1","=828"
"MACHKENZEE","1","=828"
"MADALYN","1","=828"
"MADDALYN","1","=828"
"MADDI","1","=828"
"MADDILYN","1","=828"
"MADDYSON","1","=828"
"MADEBAH","1","=828"
"MADEEHA","1","=828"
"MADELIN","1","=828"
"MADELYNN","1","=828"
"MADHU","1","=828"
"MADI","1","=828"
"MAELYS","1","=828"
"MAGDALENA","1","=828"
"MAGNUM","1","=828"
"MAHAYLA","1","=828"
"MAHEERA","1","=828"
"MAHI","1","=828"
"MAHNAZ","1","=828"
"MAHNI-LEE","1","=828"
"MAHROSH","1","=828"
"MAHSIKA","1","=828"
"MAHYA","1","=828"
"MAI","1","=828"
"MAILEE-JOY","1","=828"
"MAILIE","1","=828"
"MAILYS","1","=828"
"MAINE","1","=828"
"MAIRA","1","=828"
"MAISEY","1","=828"
"MAITRA","1","=828"
"MAIXI","1","=828"
"MAIYA","1","=828"
"MAIYS","1","=828"
"MAKALI","1","=828"
"MAKARA","1","=828"
"MAKENZIE-ROSE","1","=828"
"MAKHYVI","1","=828"
"MAKITA","1","=828"
"MAKYLA","1","=828"
"MALAIKA","1","=828"
"MALAK","1","=828"
"MALEAH","1","=828"
"MALIA","1","=828"
"MALIE","1","=828"
"MALIHA","1","=828"
"MALIKA","1","=828"
"MALIKAH","1","=828"
"MALIN","1","=828"
"MALINA","1","=828"
"MALIYA","1","=828"
"MANAL","1","=828"
"MANEESHA","1","=828"
"MANEKAM","1","=828"
"MANG","1","=828"
"MANHA","1","=828"
"MANIAH","1","=828"
"MANNAT","1","=828"
"MANROOP","1","=828"
"MANSIRAT","1","=828"
"MANTEJ","1","=828"
"MANUSHI","1","=828"
"MANVI","1","=828"
"MANYA","1","=828"
"MARA","1","=828"
"MARAEA","1","=828"
"MARAM","1","=828"
"MARCI","1","=828"
"MARCINA","1","=828"
"MARIANA","1","=828"
"MARIANNA","1","=828"
"MARIELLA","1","=828"
"MARITA","1","=828"
"MARIYA","1","=828"
"MARIYAM","1","=828"
"MARLEA","1","=828"
"MARLEY-JOYE","1","=828"
"MARLIE","1","=828"
"MARLINA","1","=828"
"MARLOWE","1","=828"
"MARNEE","1","=828"
"MARNIE","1","=828"
"MARSELA","1","=828"
"MARTIKA","1","=828"
"MARTINA","1","=828"
"MASHA","1","=828"
"MASOOMA","1","=828"
"MASUDA","1","=828"
"MATAYA","1","=828"
"MATHILDA","1","=828"
"MATHILDE","1","=828"
"MATILDA-ROSE","1","=828"
"MATINA","1","=828"
"MATISA","1","=828"
"MATISSE","1","=828"
"MATIYAH","1","=828"
"MAUA","1","=828"
"MAVIS","1","=828"
"MAY","1","=828"
"MAYAH","1","=828"
"MAYCIE","1","=828"
"MAYDEN","1","=828"
"MAYLEE","1","=828"
"MAYLEN","1","=828"
"MAYLIE","1","=828"
"MAYMUNAH","1","=828"
"MAYRA","1","=828"
"MAYSA","1","=828"
"MAZIE","1","=828"
"MCKEILA","1","=828"
"MEAHA-LEE","1","=828"
"MEARA","1","=828"
