First Name,Amount,Position
"ALEXA","1","=974"
"ALEXINA","1","=974"
"ALEYAH","1","=974"
"ALIAH","1","=974"
"ALIANNA-ANNE","1","=974"
"ALIEYA","1","=974"
"ALIJA","1","=974"
"ALINNA","1","=974"
"ALIRA-KATE","1","=974"
"ALIRAH","1","=974"
"ALIRRAH-GRACE","1","=974"
"ALISI","1","=974"
"ALISON","1","=974"
"ALITA","1","=974"
"ALIVIA","1","=974"
"ALIX","1","=974"
"ALLEYAH-JANE","1","=974"
"ALLIANA","1","=974"
"ALLIE","1","=974"
"ALLIRA","1","=974"
"ALLISON","1","=974"
"ALLYANA","1","=974"
"ALORA-MAE","1","=974"
"ALORAH-ROSE","1","=974"
"ALUET","1","=974"
"ALVINA","1","=974"
"ALYCE","1","=974"
"ALYRA","1","=974"
"ALYSIA","1","=974"
"ALYSSE","1","=974"
"ALYTHEA","1","=974"
"ALYZA","1","=974"
"ALZA","1","=974"
"AMAARA","1","=974"
"AMABEL","1","=974"
"AMACH","1","=974"
"AMADEA","1","=974"
"AMAELA","1","=974"
"AMAHLEE","1","=974"
"AMAIA","1","=974"
"AMALIAH","1","=974"
"AMAM","1","=974"
"AMANDA","1","=974"
"AMANITA","1","=974"
"AMAR","1","=974"
"AMARA-PAISLEY","1","=974"
"AMARAH","1","=974"
"AMARLIYA","1","=974"
"AMBERDEEP","1","=974"
"AMBERLIE","1","=974"
"AMBIKA","1","=974"
"AMEERA","1","=974"
"AMEIRAH","1","=974"
"AMEJA","1","=974"
"AMELEA","1","=974"
"AMELI","1","=974"
"AMEN","1","=974"
"AMER","1","=974"
"AMERY","1","=974"
"AMETHYST","1","=974"
"AMIAH","1","=974"
"AMICIA","1","=974"
"AMIEE","1","=974"
"AMIHA","1","=974"
"AMINA","1","=974"
"AMINAH","1","=974"
"AMINATA","1","=974"
"AMIRA-RUBIE","1","=974"
"AMITOJ","1","=974"
"AMIWARRE","1","=974"
"AMIYA","1","=974"
"AMNEET","1","=974"
"AMROSE","1","=974"
"AMUTA","1","=974"
"AMYIAH'LEE","1","=974"
"AMYRAH","1","=974"
"AN","1","=974"
"ANAAHAD","1","=974"
"ANAAHAT","1","=974"
"ANABEL","1","=974"
"ANABIYA","1","=974"
"ANAI","1","=974"
"ANAIAH","1","=974"
"ANAISHA","1","=974"
"ANALIAH","1","=974"
"ANALYNN","1","=974"
"ANAMIKA","1","=974"
"ANANT","1","=974"
"ANASTASIA-LILLY","1","=974"
"ANASTASIYA","1","=974"
"ANAYAT","1","=974"
"ANAYRA","1","=974"
"ANDJELANI","1","=974"
"ANDREA","1","=974"
"ANELA","1","=974"
"ANGIE","1","=974"
"ANHAD","1","=974"
"ANHADH","1","=974"
"ANHE","1","=974"
"ANIELA","1","=974"
"ANIIA","1","=974"
"ANITA","1","=974"
"ANJA","1","=974"
"ANJAN","1","=974"
"ANN","1","=974"
"ANNALIA","1","=974"
"ANNALIE","1","=974"
"ANNALIESE","1","=974"
"ANNALISA","1","=974"
"ANNE","1","=974"
"ANNELIESE","1","=974"
"ANNORA","1","=974"
"ANQI","1","=974"
"ANTOINETTE","1","=974"
"ANVI","1","=974"
"ANVIKA","1","=974"
"ANYELI","1","=974"
"AOIFE","1","=974"
"AQAAB","1","=974"
"AQEEDAT","1","=974"
"ARA","1","=974"
"ARABELLE","1","=974"
"ARADH","1","=974"
"ARALIYA","1","=974"
"ARDAS","1","=974"
"ARIANNAH","1","=974"
"ARIELLAH","1","=974"
"ARIELLE","1","=974"
"ARIES","1","=974"
"ARIETTE","1","=974"
"ARIJA","1","=974"
"ARIJELA","1","=974"
"ARINA","1","=974"
"ARISHA","1","=974"
"ARISTEA","1","=974"
"ARIZONA","1","=974"
"ARJANYA","1","=974"
"ARJOI","1","=974"
"ARLET","1","=974"
"ARLIA","1","=974"
"ARMANDEEP","1","=974"
"ARMANII","1","=974"
"ARMELA","1","=974"
"ARMINA","1","=974"
"ARMITA","1","=974"
"ARNA","1","=974"
"AROHA","1","=974"
"AROK","1","=974"
"AROOHI","1","=974"
"ARPAN","1","=974"
"ARRIANA","1","=974"
"ARSHIA","1","=974"
"ARSHNOOR","1","=974"
"ARTEMIS","1","=974"
"ARTIE","1","=974"
"ARTINA","1","=974"
"ARTIYA","1","=974"
"ARZ","1","=974"
"ASCELIN","1","=974"
"ASENKA","1","=974"
"ASH","1","=974"
"ASHE","1","=974"
"ASHIMA","1","=974"
"ASHLYNN","1","=974"
"ASHNOOR","1","=974"
"ASHVIKA","1","=974"
"ASIMINA","1","=974"
"ASLIN","1","=974"
"ASPASIA","1","=974"
"ASPYN","1","=974"
"ASTON","1","=974"
"ASTYN","1","=974"
"ATARAH","1","=974"
"ATHALEA","1","=974"
"ATHALIE","1","=974"
"ATHANASIA","1","=974"
"ATHIAK","1","=974"
"ATHIENG","1","=974"
"ATHOU","1","=974"
"ATINA","1","=974"
"AUBRIANA","1","=974"
"AUDIE","1","=974"
"AUDRIANA","1","=974"
"AUGUSTA","1","=974"
"AUMYRA","1","=974"
"AURAA","1","=974"
"AURIGA","1","=974"
"AUROURA","1","=974"
"AUTUMN-SAGE","1","=974"
"AVA-LEIGH","1","=974"
"AVA-MAE","1","=974"
"AVA-SHEA","1","=974"
"AVACYN","1","=974"
"AVALEIGH","1","=974"
"AVALINA","1","=974"
"AVALON","1","=974"
"AVALYAH","1","=974"
"AVANA","1","=974"
"AVARA","1","=974"
"AVELYN","1","=974"
"AVIENDHA","1","=974"
"AVIRA","1","=974"
"AVREEN","1","=974"
"AWHINA","1","=974"
"AWUOI","1","=974"
"AYANA","1","=974"
"AYANNA","1","=974"
"AYDA","1","=974"
"AYEESHA","1","=974"
"AYEZA","1","=974"
"AYLEAH","1","=974"
"AYLEEN","1","=974"
"AYNOOR","1","=974"
"AYRABELLE","1","=974"
"AYSHA","1","=974"
"AYVAH","1","=974"
"AZAHLIA","1","=974"
"AZALEA-OAKLEY","1","=974"
"AZALEJA","1","=974"
"AZALH","1","=974"
"AZALIA","1","=974"
"AZARIA","1","=974"
"AZARIAH","1","=974"
"AZARLIA","1","=974"
"AZARLIAH","1","=974"
"AZEEZ","1","=974"
"AZLINA","1","=974"
"AZLYNN","1","=974"
"AZMIN","1","=974"
"AZURA","1","=974"
"AZYRA","1","=974"
"BAHAR","1","=974"
"BAHARA","1","=974"
"BAILIE","1","=974"
"BAILIEY","1","=974"
"BANA","1","=974"
"BANKSI","1","=974"
"BANNIKA","1","=974"
"BAO-LY","1","=974"
"BARAN","1","=974"
"BAYLEE","1","=974"
"BAYYINA","1","=974"
"BEANT","1","=974"
"BELLANY","1","=974"
"BENNETT","1","=974"
"BEPPY","1","=974"
"BERTIE","1","=974"
"BESSIEROSE","1","=974"
"BETH","1","=974"
"BETHAN","1","=974"
"BHAG","1","=974"
"BHAVYA","1","=974"
"BIAK","1","=974"
"BINDI","1","=974"
"BINDI-ROSE","1","=974"
"BISHESTA","1","=974"
"BLAKELEY","1","=974"
"BLAKELY","1","=974"
"BLAYKE","1","=974"
"BLESSED","1","=974"
"BLESSING","1","=974"
"BLISS","1","=974"
"BLOOM","1","=974"
"BLOSSOM","1","=974"
"BOBBIE","1","=974"
"BODHI","1","=974"
"BOR","1","=974"
"BORA","1","=974"
"BRANWEN","1","=974"
"BRIANA","1","=974"
"BRIGETTE","1","=974"
"BRITNEY","1","=974"
"BRONAGH","1","=974"
"BROOK","1","=974"
"BROOKE","1","=974"
"BROOKLYNN","1","=974"
"BRYDEE","1","=974"
"BRYDIE","1","=974"
"BRYNLEE","1","=974"
"BRYNLEIGH","1","=974"
"BRYNLEY","1","=974"
"CAHAYA","1","=974"
"CAIDY","1","=974"
"CAILEY","1","=974"
"CALANTHEA","1","=974"
"CALAYAH","1","=974"
"CALLIAH","1","=974"
"CALLIOPE","1","=974"
"CALYTRIX","1","=974"
"CAMDYN","1","=974"
"CAMRYN","1","=974"
"CARA","1","=974"
"CARLI","1","=974"
"CARLY","1","=974"
"CARMEL","1","=974"
"CARTIER","1","=974"
"CASSIA","1","=974"
"CASSIDY","1","=974"
"CATE","1","=974"
"CATERINA","1","=974"
"CATIA","1","=974"
"CAYA","1","=974"
"CEANNA","1","=974"
"CECELIA","1","=974"
"CELINA","1","=974"
"CHANN","1","=974"
"CHANTAL","1","=974"
"CHARLEA","1","=974"
"CHARLEE","1","=974"
"CHARLEE-ROSE","1","=974"
"CHARLEY","1","=974"
"CHARLI-MAY","1","=974"
"CHARLIZE","1","=974"
"CHARVI","1","=974"
"CHASTITY","1","=974"
"CHE'NYLA","1","=974"
"CHERRY","1","=974"
"CHESHVIKA","1","=974"
"CHI","1","=974"
"CHIAMAKA","1","=974"
"CHIDIEBUBE","1","=974"
"CHIDIOGO","1","=974"
"CHIEDOZIEM","1","=974"
"CHIMAMANDA","1","=974"
"CHIZARA","1","=974"
"CHIZURUM","1","=974"
"CHRISHELL","1","=974"
"CHRISTEN","1","=974"
"CIANNA","1","=974"
"CIEL","1","=974"
"CIELLA","1","=974"
"CIELLE","1","=974"
"CLARE","1","=974"
"CLEOME","1","=974"
"CLEOPATRA","1","=974"
"CLIO","1","=974"
"CODI","1","=974"
"COLETTE","1","=974"
"COLLINS","1","=974"
"CONNIE","1","=974"
"COOPER","1","=974"
"CORA-FAE","1","=974"
"CORALINE","1","=974"
"CORDELHIA","1","=974"
"CORDELIA","1","=974"
"COURTNEY","1","=974"
"COVE","1","=974"
"CRYSTAL","1","=974"
"CYRA","1","=974"
"D'LYLA-ROSE","1","=974"
"DAINAH","1","=974"
"DAISIE","1","=974"
"DAKODA","1","=974"
"DAKOTAH","1","=974"
"DALER","1","=974"
"DALI","1","=974"
"DALVEEN","1","=974"
"DANIA","1","=974"
"DANTE","1","=974"
"DARBY","1","=974"
"DARLA","1","=974"
"DARLENE","1","=974"
"DARYA","1","=974"
"DASHA","1","=974"
"DAVINA","1","=974"
"DAWN","1","=974"
"DEA","1","=974"
"DEBORAH","1","=974"
"DEEYANA","1","=974"
"DELANA","1","=974"
"DELARIS","1","=974"
"DELLA-RAE","1","=974"
"DELPHI","1","=974"
"DELPHINE","1","=974"
"DEMI","1","=974"
"DEMPSEY","1","=974"
"DENILA","1","=974"
"DENVAH","1","=974"
"DEVEEN","1","=974"
"DEVINA","1","=974"
"DHANVI","1","=974"
"DHARVI","1","=974"
"DHITYA","1","=974"
"DHIYA","1","=974"
"DHRIYA","1","=974"
"DHUNI","1","=974"
"DHVITA","1","=974"
"DHVITI","1","=974"
"DHYANA","1","=974"
"DIANKA","1","=974"
"DIARA","1","=974"
"DIBA","1","=974"
"DIBYANSHI","1","=974"
"DIESEL","1","=974"
"DILANSH","1","=974"
"DIMITRA","1","=974"
"DISHA","1","=974"
"DIVINE","1","=974"
"DIVISHA","1","=974"
"DIVYANSHI","1","=974"
"DIYANA","1","=974"
"DORIA","1","=974"
"DORINA","1","=974"
"DOROTHEA","1","=974"
"DRAYA","1","=974"
"DRITI","1","=974"
"DUHA","1","=974"
"DURVA","1","=974"
"DUSTEE","1","=974"
"DUSTY","1","=974"
"DVITI","1","=974"
"DYANNA","1","=974"
"EADA","1","=974"
"EBONI","1","=974"
"EBOWOICHO","1","=974"
"ECRIN","1","=974"
"EDA","1","=974"
"EDAA","1","=974"
"EDHA","1","=974"
"EDHITA","1","=974"
"EDISON","1","=974"
"EDWINE","1","=974"
"EDYN","1","=974"
"EEVEE","1","=974"
"EEVIE","1","=974"
"EFFIE","1","=974"
"EFRANNE","1","=974"
"EILIDH","1","=974"
"EILIYAH","1","=974"
"EILYNN","1","=974"
"EIRINN","1","=974"
"EITHNE","1","=974"
"EKATERINA","1","=974"
"EKNOOR","1","=974"
"ELAINE","1","=974"
"ELANI","1","=974"
"ELCEE","1","=974"
"ELEENA","1","=974"
"ELEESHA","1","=974"
"ELEFTHERIA","1","=974"
"ELEIYAH","1","=974"
"ELENA-MAY","1","=974"
"ELENOA","1","=974"
"ELEONORA","1","=974"
"ELHAM","1","=974"
"ELIANNAH-ARIA","1","=974"
"ELIANYA","1","=974"
"ELIN","1","=974"
"ELIRA","1","=974"
"ELISABETH","1","=974"
"ELIYA","1","=974"
"ELIYAH","1","=974"
"ELIZABETH-MAY","1","=974"
"ELIZEY","1","=974"
"ELKA","1","=974"
"ELLA-JADE","1","=974"
"ELLA-MAE","1","=974"
"ELLA-MAY","1","=974"
"ELLA-ROSE","1","=974"
"ELLANA","1","=974"
"ELLARA","1","=974"
"ELLEANA","1","=974"
"ELLEE","1","=974"
"ELLENOR","1","=974"
"ELLERY","1","=974"
"ELLEXIA","1","=974"
"ELLIA","1","=974"
"ELLIANAH-ROSE","1","=974"
"ELLIANNA","1","=974"
"ELLIDIE","1","=974"
"ELLISA","1","=974"
"ELLISHA","1","=974"
"ELLIYAH","1","=974"
"ELLOVY","1","=974"
"ELLOWYN","1","=974"
"ELLY","1","=974"
"ELLYANA","1","=974"
"ELODI","1","=974"
"ELOISA","1","=974"
"ELORAH","1","=974"
"ELOWEN","1","=974"
"ELSBETH","1","=974"
"ELSEY","1","=974"
"ELSY","1","=974"
"ELVANA","1","=974"
"ELVIE","1","=974"
"ELVIRA-JUNE","1","=974"
"ELYANA","1","=974"
"ELYZA","1","=974"
"EMA","1","=974"
"EMANI","1","=974"
"EMANUELA","1","=974"
"EMERALD","1","=974"
"EMERIE","1","=974"
"EMERLY","1","=974"
"EMERSYN","1","=974"
"EMILIJA","1","=974"
"EMILLIA","1","=974"
"EMILLIE","1","=974"
"EMIRA","1","=974"
"EMMALYSSIA","1","=974"
"EMMANUELLA","1","=974"
"EMMANUELLE","1","=974"
"EMMELYN","1","=974"
"EMMERSON","1","=974"
"EMMI","1","=974"
"EMMY","1","=974"
"EMROSE","1","=974"
"EMSLIE","1","=974"
"EMYLA","1","=974"
"ENAYAT","1","=974"
"ENID","1","=974"
"ENIOLA","1","=974"
"ENOLA","1","=974"
"ENXI","1","=974"
"ERDA","1","=974"
"ERICA","1","=974"
"ERIE","1","=974"
"ERIELLE","1","=974"
"ERIKA","1","=974"
"ERIKETI","1","=974"
"ERINAYO","1","=974"
"ERSHEEN","1","=974"
"ERYKA","1","=974"
"ESEME","1","=974"
"ESMA","1","=974"
"ESMARELDA","1","=974"
"ESMERALDA","1","=974"
"ESMERAY","1","=974"
"ESMERELDA","1","=974"
"ESPERANCE","1","=974"
"ESTER","1","=974"
"ETISHA","1","=974"
"EUGENE","1","=974"
"EUNISE","1","=974"
"EVAH","1","=974"
"EVALINA","1","=974"
"EVANA","1","=974"
"EVANGELIA","1","=974"
"EVANNA","1","=974"
"EVARA","1","=974"
"EVELEIGH","1","=974"
"EVELIEN","1","=974"
"EVELINA","1","=974"
"EVELINE","1","=974"
"EVELYNN","1","=974"
"EVESA","1","=974"
"EVEYANA","1","=974"
"EVIA","1","=974"
"EVLIN","1","=974"
"EVLYNN","1","=974"
"EVREN","1","=974"
"EZAHLEAH","1","=974"
"EZHIL","1","=974"
"EZMI","1","=974"
"EZRA","1","=974"
"EZRI","1","=974"
"FAIDA","1","=974"
"FAITH-MACKENZIE","1","=974"
"FALLON","1","=974"
"FAR","1","=974"
"FARAH","1","=974"
"FATEMA","1","=974"
"FATEMEH","1","=974"
"FATIMAH","1","=974"
"FAYANNA","1","=974"
"FECHI","1","=974"
"FELICIA","1","=974"
"FELISE","1","=974"
"FEMKE","1","=974"
"FENELLA","1","=974"
"FILIPA","1","=974"
"FINLAY","1","=974"
"FINN","1","=974"
"FIZZA","1","=974"
"FLER","1","=974"
"FLICK","1","=974"
"FLORRENCE","1","=974"
"FLORRIE","1","=974"
"FRANKIE-ROSE","1","=974"
"FREYA-LILLITH","1","=974"
"FREYJA","1","=974"
"FRIDA","1","=974"
"GABRIELLE","1","=974"
"GALILEE","1","=974"
"GAMAGE","1","=974"
"GANEEV","1","=974"
"GANIEVE","1","=974"
"GARGI","1","=974"
"GAZAL","1","=974"
"GAZLEEN","1","=974"
"GEMIMA","1","=974"
"GENIE","1","=974"
"GEORGETTE","1","=974"
"GIAI-KY","1","=974"
"GIFT","1","=974"
"GIONA","1","=974"
"GLORY","1","=974"
"GRACELIN","1","=974"
"GRACIELLA","1","=974"
"GRISMA","1","=974"
"GUNEEV","1","=974"
"GUNTAS","1","=974"
"GURDEV","1","=974"
"GURDIT","1","=974"
"GURJUS","1","=974"
"GURKAWAL","1","=974"
"GURLEEN","1","=974"
"GURMEHAR","1","=974"
"GURNADAR","1","=974"
"GURNOOR","1","=974"
"GURSAANZ","1","=974"
"GURSANJH","1","=974"
"GURSIDAK","1","=974"
"GURSIFAT","1","=974"
"GWENDOLYN","1","=974"
"GYPSY","1","=974"
"HAANIYA","1","=974"
"HADASSAH","1","=974"
"HADIA","1","=974"
"HADIYA","1","=974"
"HAEATA","1","=974"
"HAILIE","1","=974"
"HAILIE-ROSE","1","=974"
"HAILY","1","=974"
"HAIZEL","1","=974"
"HAIZLEY","1","=974"
"HAJAR","1","=974"
"HAJRA","1","=974"
"HALAH","1","=974"
"HALEEMA","1","=974"
"HALLEE","1","=974"
"HALLI","1","=974"
"HALYN","1","=974"
"HARBANI","1","=974"
"HAREEM","1","=974"
"HARGUN","1","=974"
"HARIARNA","1","=974"
"HARIETTE","1","=974"
"HARJOI","1","=974"
"HARLEEN","1","=974"
"HARLIE","1","=974"
"HARLIV","1","=974"
"HARLYN-RAYNE","1","=974"
"HARNAAZ","1","=974"
"HARNIDH","1","=974"
"HAROLYN","1","=974"
"HARPER-LEE","1","=974"
"HARRIETTE","1","=974"
"HARRY","1","=974"
"HARSHI","1","=974"
"HARSIFAT","1","=974"
"HARTLEY","1","=974"
"HASTI","1","=974"
"HAVEN","1","=974"
"HAYAT","1","=974"
"HAYLEE","1","=974"
"HAZE","1","=974"
"HAZEL-MARIE","1","=974"
"HAZELLE","1","=974"
"HEIWI","1","=974"
"HELEN","1","=974"
"HENLEE","1","=974"
"HENRIETTA","1","=974"
"HERA","1","=974"
"HERAN","1","=974"
"HEZLYN","1","=974"
"HILDE","1","=974"
"HIMAWARI","1","=974"
"HINA","1","=974"
"HINATA","1","=974"
"HIND","1","=974"
"HIRUKI","1","=974"
"HIYAB","1","=974"
"HOAI","1","=974"
"HODA","1","=974"
"HOIYAN","1","=974"
"HOLLAND","1","=974"
"HOLLI-JADE","1","=974"
"HONG-AN","1","=974"
"HOORAIN","1","=974"
"HRIDA","1","=974"
"HRITH","1","=974"
"HUMAIRA","1","=974"
"HUNTER","1","=974"
"IBAADAT","1","=974"
"IFRAH","1","=974"
"IFZA","1","=974"
"IHEZAGIRE","1","=974"
"IHSAN","1","=974"
"IITASHA","1","=974"
"IKLEEN","1","=974"
"IKMAN","1","=974"
"IKORA","1","=974"
"ILAHI","1","=974"
"ILARA","1","=974"
"ILHAAM","1","=974"
"ILIE","1","=974"
"ILMA","1","=974"
"IMURIEL","1","=974"
"INAARA","1","=974"
"INALAH","1","=974"
"INARA","1","=974"
"INDICA","1","=974"
"INDY-ROSE","1","=974"
"INEISHA","1","=974"
"INES","1","=974"
"INESSA","1","=974"
"INIA","1","=974"
"IONA","1","=974"
"IRANZI","1","=974"
"IRHA","1","=974"
"ISA","1","=974"
"ISADORA","1","=974"
"ISHREET","1","=974"
"ISLA-MAI","1","=974"
"ISSABELLE","1","=974"
"ITZEL","1","=974"
"IVALIYRA","1","=974"
"IVANA","1","=974"
"IVANA-MARIE","1","=974"
"IVANNA","1","=974"
"IVANNAH","1","=974"
"IVEY","1","=974"
"IVIE","1","=974"
"IVORY","1","=974"
"IVVY","1","=974"
"IVY-JOY","1","=974"
"IZA","1","=974"
"IZABELLE","1","=974"
"IZEL","1","=974"
"IZME","1","=974"
"IZNA","1","=974"
"IZZAH","1","=974"
"IZZIE","1","=974"
"JA'KAILAH","1","=974"
"JAANVI","1","=974"
"JACELYN","1","=974"
"JADA","1","=974"
"JADZIA","1","=974"
"JAESI","1","=974"
"JAHLANAH","1","=974"
"JAIDAH","1","=974"
"JAIVEEN","1","=974"
"JALA","1","=974"
"JALALA","1","=974"
"JALIYAH","1","=974"
"JAMIE-LYNN","1","=974"
"JANA","1","=974"
"JANAE","1","=974"
"JANALA","1","=974"
"JANNAH","1","=974"
"JANNAT","1","=974"
"JANVI","1","=974"
"JAPLEEN","1","=974"
"JAPNAAZ","1","=974"
"JAQUAELAH","1","=974"
"JASHVIKA","1","=974"
"JASLEEN","1","=974"
"JASMAN","1","=974"
"JASMEH","1","=974"
"JASMIN","1","=974"
"JASNOOR","1","=974"
"JASVI","1","=974"
"JASYRAE","1","=974"
"JATTU","1","=974"
"JAVIERA","1","=974"
"JAYAMUNI","1","=974"
"JAYCEE","1","=974"
"JAYCEL","1","=974"
"JAYLAH-ANNE","1","=974"
"JAZALAYAH","1","=974"
"JAZMIN","1","=974"
"JAZZ","1","=974"
"JAZZLYN","1","=974"
"JEANETTE","1","=974"
"JEANNE","1","=974"
"JEEVAT","1","=974"
"JEMMA","1","=974"
"JENNA","1","=974"
"JENNIFER","1","=974"
"JEPTOO","1","=974"
"JERICHO","1","=974"
"JERSEY","1","=974"
"JESHIVANI","1","=974"
"JESHNA","1","=974"
"JEYAALY","1","=974"
"JHARLIE","1","=974"
"JHEANNAH","1","=974"
"JHIELYN","1","=974"
"JHILMIL","1","=974"
"JIAN","1","=974"
"JIAYAN","1","=974"
"JIMMY","1","=974"
"JINGHAO","1","=974"
"JINGYU","1","=974"
"JINXI","1","=974"
"JITHSVIKA","1","=974"
"JIYUN","1","=974"
"JOAN","1","=974"
"JOANIE","1","=974"
"JOANNAH","1","=974"
"JOCINTHA","1","=974"
"JOHNITA","1","=974"
"JOLIE","1","=974"
"JONI","1","=974"
"JONIA","1","=974"
"JORDYN","1","=974"
"JORGIE","1","=974"
"JORJA","1","=974"
"JOSIE","1","=974"
"JOURNEY","1","=974"
"JOVELLE","1","=974"
"JOVIE","1","=974"
"JUBILEE","1","=974"
"JUHA","1","=974"
"JULENA","1","=974"
"JULIATA","1","=974"
"JULIE","1","=974"
"JULIETTA","1","=974"
"JULIETTE","1","=974"
"JUMABIBI","1","=974"
"JUNIE","1","=974"
"KAASHVI","1","=974"
"KADY","1","=974"
"KAHLAN","1","=974"
"KAHLANI","1","=974"
"KAHMESHA","1","=974"
"KAHTIJAH","1","=974"
"KAHURANGI","1","=974"
"KAIAH","1","=974"
"KAILANI","1","=974"
"KAINAT","1","=974"
"KAIRA","1","=974"
"KAIRAVI","1","=974"
"KAISHA","1","=974"
"KAITLIN","1","=974"
"KALARI","1","=974"
"KALIANA","1","=974"
"KALLIOPE","1","=974"
"KAMAKSHI","1","=974"
"KAMARNI","1","=974"
"KAMI","1","=974"
"KAMILA","1","=974"
"KAMILA-JAIDE","1","=974"
"KANVI","1","=974"
"KANYTHA","1","=974"
"KAPANI-CREE","1","=974"
"KAPRICE","1","=974"
"KARAMIA","1","=974"
"KAREN","1","=974"
"KARIS","1","=974"
"KARLHA","1","=974"
"KARLI-LYNN","1","=974"
"KASHVI","1","=974"
"KATALINA","1","=974"
"KATANA","1","=974"
"KATANNA","1","=974"
"KATARA","1","=974"
"KATARZYNA","1","=974"
"KATERIN","1","=974"
"KATHA","1","=974"
"KATIA","1","=974"
"KATNISS","1","=974"
"KAULINI","1","=974"
"KAUSAR","1","=974"
"KAYA","1","=974"
"KAYAH","1","=974"
"KAYAL","1","=974"
"KAYCI","1","=974"
"KAYELIN-PAIGE","1","=974"
"KAYLANI","1","=974"
"KAYLARNI","1","=974"
"KAYLEIGH","1","=974"
"KAYRA","1","=974"
"KAYSHANTIA","1","=974"
"KAYSHAYLA","1","=974"
"KAYYISAH","1","=974"
"KEEGAN","1","=974"
"KEELY","1","=974"
"KEERAT","1","=974"
"KEEVA","1","=974"
"KEHLANI-ROSE","1","=974"
"KEISHA","1","=974"
"KELESHA","1","=974"
"KELSI","1","=974"
"KENDALL","1","=974"
"KENSI","1","=974"
"KENSLEY","1","=974"
"KENUKI","1","=974"
"KENZIE","1","=974"
"KESHAV","1","=974"
"KESHVI","1","=974"
"KETZYA","1","=974"
"KEVANSHIBA","1","=974"
"KHAI","1","=974"
"KHAIRO","1","=974"
"KHALEESI","1","=974"
"KHALEESI-KAREN","1","=974"
"KHALI","1","=974"
"KHALILAH","1","=974"
"KHANSA","1","=974"
"KHLARNII","1","=974"
"KHLOE","1","=974"
"KHRISHA","1","=974"
"KHUP","1","=974"
"KHUSHI","1","=974"
"KIAHNEE","1","=974"
"KIAHNI","1","=974"
"KIANI","1","=974"
"KIANIE","1","=974"
"KIANSHA","1","=974"
"KIARAH","1","=974"
"KIARRA","1","=974"
"KIDAN","1","=974"
"KIMAYA","1","=974"
"KIMMARISA","1","=974"
"KINGSLEE","1","=974"
"KIORA","1","=974"
"KIRPA","1","=974"
"KIT","1","=974"
"KIVA","1","=974"
"KIYA","1","=974"
"KIYANA","1","=974"
"KIYANAZ","1","=974"
"KIYANSHA","1","=974"
"KLAIRE","1","=974"
"KLARISSA","1","=974"
"KLEAH","1","=974"
"KLEANTHI","1","=974"
"KLEE","1","=974"
"KLELIA","1","=974"
"KLEO","1","=974"
"KOA","1","=974"
"KODA","1","=974"
"KOHINOOR","1","=974"
"KORALIE","1","=974"
"KOSHA","1","=974"
"KRIDHA","1","=974"
"KRISHVA","1","=974"
"KRYSTAL","1","=974"
"KRYSTAL-LEE","1","=974"
"KUDRAT","1","=974"
"KUKIKA","1","=974"
"KY'MANI","1","=974"
"KYEISHAH","1","=974"
"KYELISHA","1","=974"
"KYERA","1","=974"
"KYLA","1","=974"
"KYRAH","1","=974"
"KYSHA","1","=974"
"LAGERTHA","1","=974"
"LAIKEY","1","=974"
"LAITIAH","1","=974"
"LALANI","1","=974"
"LALIELA","1","=974"
"LALOONA","1","=974"
"LAMIJA","1","=974"
"LAMYAH","1","=974"
"LANAH","1","=974"
"LARA-LEE","1","=974"
"LARNEE","1","=974"
"LARNI","1","=974"
"LARNIE","1","=974"
"LATIFAH","1","=974"
"LAVENDER","1","=974"
"LAVYA","1","=974"
"LAYA","1","=974"
"LAYAN","1","=974"
"LAYANA","1","=974"
"LAYKA","1","=974"
"LAYLA-MAY","1","=974"
"LAYLAHNI","1","=974"
"LAYNE","1","=974"
"LE'MARNI","1","=974"
"LEANA","1","=974"
"LEE","1","=974"
"LEEN","1","=974"
"LEIANI","1","=974"
"LEICY","1","=974"
"LEISEL","1","=974"
"LEISHA","1","=974"
"LEMURIA","1","=974"
"LENISHA","1","=974"
"LENNON","1","=974"
"LENNY","1","=974"
"LEONIE","1","=974"
"LEORA","1","=974"
"LESHA","1","=974"
"LETIZIA","1","=974"
"LETTIE","1","=974"
"LEVI","1","=974"
"LEYLA","1","=974"
"LEYLAHNI","1","=974"
"LIARA","1","=974"
"LIAROSE","1","=974"
"LIBBY","1","=974"
"LIENKA","1","=974"
"LIESEL","1","=974"
"LILAC","1","=974"
"LILATH","1","=974"
"LILI","1","=974"
"LILIANA-ROSE","1","=974"
"LILITH-SAOIRSE","1","=974"
"LILLA","1","=974"
"LILLAH","1","=974"
"LILLIANA","1","=974"
"LILLIE-J","1","=974"
"LILLIE-MAE","1","=974"
"LILLIYA","1","=974"
"LILLYAHNA","1","=974"
"LILLYANNE","1","=974"
"LILO","1","=974"
"LILOU","1","=974"
"LILYANA","1","=974"
"LINA","1","=974"
"LINDIE","1","=974"
"LIRA","1","=974"
"LISARA","1","=974"
"LISSY","1","=974"
"LIV","1","=974"
"LIVANA","1","=974"
"LIYANA","1","=974"
"LIYARA","1","=974"
"LIZ","1","=974"
"LIZA","1","=974"
"LJILJANA","1","=974"
"LOGAN","1","=974"
"LOKRITHYA","1","=974"
"LOLALI","1","=974"
"LONDON-STAR","1","=974"
"LONDYN","1","=974"
"LONG-NHI","1","=974"
