Given Name,Amount,Position
"BARBARA","2","=564"
"BAY","2","=564"
"BELLE","2","=564"
"BETTY","2","=564"
"BHAVNEET","2","=564"
"BRIA","2","=564"
"BRIELLA","2","=564"
"CALAIS","2","=564"
"CAMILLE","2","=564"
"CARLA","2","=564"
"CARLEE","2","=564"
"CARLY","2","=564"
"CAROLINE","2","=564"
"CASSANDRA","2","=564"
"CATERINA","2","=564"
"CECELIA","2","=564"
"CELIA","2","=564"
"CELINA","2","=564"
"CHARLEIGH","2","=564"
"CHARLISE","2","=564"
"CHI","2","=564"
"CHILLI","2","=564"
"CHRISTIANA","2","=564"
"CHRISTINE","2","=564"
"CLEMENTINE","2","=564"
"CLOVER","2","=564"
"COCO","2","=564"
"CORA","2","=564"
"CORALIE","2","=564"
"DANIELA","2","=564"
"DANIELLE","2","=564"
"DARCEY","2","=564"
"DARIA","2","=564"
"DAVINA","2","=564"
"DELTA","2","=564"
"DENISE","2","=564"
"DESPINA","2","=564"
"DHYANA","2","=564"
"DIANA","2","=564"
"DIMA","2","=564"
"DIOR","2","=564"
"DIYA","2","=564"
"DOMINIQUE","2","=564"
"EEVIE","2","=564"
"ELANA","2","=564"
"ELARA","2","=564"
"ELEKTRA","2","=564"
"ELIORA","2","=564"
"ELISSA","2","=564"
"ELKA","2","=564"
"ELLAH","2","=564"
"ELLE","2","=564"
"ELLEN","2","=564"
"ELLIANA","2","=564"
"ELMIRA","2","=564"
"EMMERSON","2","=564"
"ESHAAL","2","=564"
"ESME","2","=564"
"ESSIE","2","=564"
"EVELINA","2","=564"
"EVERLY","2","=564"
"FARAH","2","=564"
"FATUMATA","2","=564"
"FIONA","2","=564"
"FLORA","2","=564"
"GEORGA","2","=564"
"GIA","2","=564"
"GIANNA","2","=564"
"GINGER","2","=564"
"GISELLE","2","=564"
"GRETA","2","=564"
"GURNOOR","2","=564"
"GYPSY","2","=564"
"HAFSA","2","=564"
"HARLEEN","2","=564"
"HATTIE","2","=564"
"HAVEN","2","=564"
"HILARY","2","=564"
"IESHA","2","=564"
"ILLIANA","2","=564"
"IMANI","2","=564"
"INARA","2","=564"
"INDEE","2","=564"
"INDIA","2","=564"
"INDRA","2","=564"
"INEZ","2","=564"
"IRENE","2","=564"
"ISIS","2","=564"
"IZABELLE","2","=564"
"JACKIE","2","=564"
"JACQUELYN","2","=564"
"JAIME","2","=564"
"JASMIN","2","=564"
"JAZLYN","2","=564"
"JENNA","2","=564"
"JENNY","2","=564"
"JEWEL","2","=564"
"JIA","2","=564"
"JOANNE","2","=564"
"JORJA","2","=564"
"JOSIE","2","=564"
"JULIETTE","2","=564"
"JUNIPER","2","=564"
"KAELEY","2","=564"
"KAITLIN","2","=564"
"KAREN","2","=564"
"KASHVI","2","=564"
"KATARA","2","=564"
"KATIE","2","=564"
"KATY","2","=564"
"KAVYA","2","=564"
"KAYA","2","=564"
"KAYLEIGH","2","=564"
"KEISHA","2","=564"
"KENZY","2","=564"
"KHADIJA","2","=564"
"KIAH","2","=564"
"KIANNA","2","=564"
"KIERA","2","=564"
"KIKI","2","=564"
"KIM","2","=564"
"KIRI","2","=564"
"KLARA","2","=564"
"KRISTINA","2","=564"
"KYAH","2","=564"
"KYLIE","2","=564"
"KYRA","2","=564"
"LACIE","2","=564"
"LAHNI","2","=564"
"LARISSA","2","=564"
"LATISHA","2","=564"
"LAYLAH","2","=564"
"LEANNA","2","=564"
"LEONA","2","=564"
"LETICIA","2","=564"
"LILIA","2","=564"
"LINDA","2","=564"
"LISA","2","=564"
"LIYA","2","=564"
"LOTTI","2","=564"
"LUCILLE","2","=564"
"LUELLA","2","=564"
"LYLAH-ROSE","2","=564"
"MADYSON","2","=564"
"MAHALIA","2","=564"
"MAHSA","2","=564"
"MAI","2","=564"
"MAISEY","2","=564"
"MALIYAH","2","=564"
"MANG","2","=564"
"MANREET","2","=564"
"MANYA","2","=564"
"MAO","2","=564"
"MARIANA","2","=564"
"MARIANNA","2","=564"
"MARIE","2","=564"
"MARILYN","2","=564"
"MARLA","2","=564"
"MARNI","2","=564"
"MARTHA","2","=564"
"MARTINA","2","=564"
"MATHEA","2","=564"
"MAVIS","2","=564"
"MEAH","2","=564"
"MEHER","2","=564"
"MELI","2","=564"
"MIA-ROSE","2","=564"
"MILEY","2","=564"
"MIRIAM","2","=564"
"MISHA","2","=564"
"MONTANA","2","=564"
"MUTAHIRA","2","=564"
"MYAH","2","=564"
"MYRA","2","=564"
"NELLIE","2","=564"
"NGUN","2","=564"
"NIKKI","2","=564"
"NYLA","2","=564"
"NYSSA","2","=564"
"OAKLEY","2","=564"
"OCEAN","2","=564"
"OCEANA","2","=564"
"OPHELIA","2","=564"
"ORLA","2","=564"
"PANDORA","2","=564"
"PEIGHTON","2","=564"
"PERSEPHONE","2","=564"
"POPPIE","2","=564"
"RAAVI","2","=564"
"RABIYA","2","=564"
"RAVLEEN","2","=564"
"REAGAN","2","=564"
"REEM","2","=564"
"RENEE","2","=564"
"REVA","2","=564"
"RIANNA","2","=564"
"RIVA","2","=564"
"RIYA","2","=564"
"ROBIN","2","=564"
"ROXIE","2","=564"
"SAANVI","2","=564"
"SAKURA","2","=564"
"SANVI","2","=564"
"SAOIRSE","2","=564"
"SAPHIRE","2","=564"
"SARGUN","2","=564"
"SAVANNA","2","=564"
"SCARLET","2","=564"
"SCARLETT-ROSE","2","=564"
"SEERAT","2","=564"
"SERENA","2","=564"
"SETAYESH","2","=564"
"SHELBY","2","=564"
"SHYLA","2","=564"
"SHYLAH","2","=564"
"SIA","2","=564"
"SIARA","2","=564"
"SIBELLA","2","=564"
"SIYA","2","=564"
"SOFIE","2","=564"
"SORAYA","2","=564"
"SPENCER","2","=564"
"STORM","2","=564"
"SUNNY","2","=564"
"SUSANNAH","2","=564"
"SYLVIA","2","=564"
"TALLULAH","2","=564"
"TAMARA","2","=564"
"TATUM","2","=564"
"TEA","2","=564"
"TELIAH","2","=564"
"TEMPERANCE","2","=564"
"TESSA","2","=564"
"THALIA","2","=564"
"TILLY-ROSE","2","=564"
"TRINITY","2","=564"
"TYLAH","2","=564"
"VALERIE","2","=564"
"VIENNA","2","=564"
"VIVIEN","2","=564"
"WINIFRED","2","=564"
"WINTER","2","=564"
"XI","2","=564"
"YALDA","2","=564"
"YAR","2","=564"
"YASMIN","2","=564"
"YEN","2","=564"
"YU","2","=564"
"YVETTE","2","=564"
"ZAHARA","2","=564"
"ZAHRAA","2","=564"
"ZOOEY","2","=564"
"ZOYA","2","=564"
"AAISHA","1","=877"
"AAKRITI","1","=877"
"AALEEYAH","1","=877"
"AALIA","1","=877"
"AALLA","1","=877"
"AALYA","1","=877"
"AAMANEY","1","=877"
"AANIKA","1","=877"
"AAPTHI","1","=877"
"AAPTI","1","=877"
"AARADHYA","1","=877"
"AARVI","1","=877"
"AARYA","1","=877"
"AAVA","1","=877"
"AAYESHA","1","=877"
"AAYLAH","1","=877"
"ABAGAEL","1","=877"
"ABANG","1","=877"
"ABBYGAIL","1","=877"
"ABBYGALE","1","=877"
"ABENY","1","=877"
"ABIEI","1","=877"
"ABIGALE","1","=877"
"ABIGAYLE","1","=877"
"ABOT","1","=877"
"ABRIHET","1","=877"
"ABUL","1","=877"
"ACELIN","1","=877"
"ADALIN","1","=877"
"ADALYNN","1","=877"
"ADDELYN-GRACE","1","=877"
"ADDIISON","1","=877"
"ADDILYN","1","=877"
"ADELA","1","=877"
"ADELAIDA","1","=877"
"ADELIN-LILLY","1","=877"
"ADELYN","1","=877"
"ADELYNN","1","=877"
"ADHEL","1","=877"
"ADIA","1","=877"
"ADIT","1","=877"
"ADITI","1","=877"
"ADJARATOU","1","=877"
"ADRIANNA","1","=877"
"ADRIENNE","1","=877"
"ADRINA","1","=877"
"ADUT","1","=877"
"ADVAITHA","1","=877"
"ADVIKA","1","=877"
"ADWITIYA","1","=877"
"ADYA","1","=877"
"AERIAL","1","=877"
"AESHNA","1","=877"
"AFIFA","1","=877"
"AFTON","1","=877"
"AGAMPREET","1","=877"
"AGRATA","1","=877"
"AGUIL","1","=877"
"AHLIA","1","=877"
"AHNA","1","=877"
"AHUMAIRANGI","1","=877"
"AI-YUAN","1","=877"
"AIAH","1","=877"
"AIANA","1","=877"
"AIBHILIN","1","=877"
"AIEECE","1","=877"
"AILA","1","=877"
"AILEANA","1","=877"
"AILEEN","1","=877"
"AIMAN","1","=877"
"AINA","1","=877"
"AINSLEE","1","=877"
"AINSLEY","1","=877"
"AINSLIE","1","=877"
"AIRA","1","=877"
"AISHAH","1","=877"
"AISHLEEN","1","=877"
"AISHVEEN","1","=877"
"AISYAH","1","=877"
"AIYANA","1","=877"
"AIZA","1","=877"
"AJAH","1","=877"
"AKECH","1","=877"
"AKEELA","1","=877"
"AKEI","1","=877"
"AKIESHA","1","=877"
"AKOI","1","=877"
"AKSHARA","1","=877"
"ALAHNI","1","=877"
"ALAILAH","1","=877"
"ALANAH","1","=877"
"ALANNA","1","=877"
"ALARAH","1","=877"
"ALAYAH","1","=877"
"ALBANY","1","=877"
"ALBATOOL","1","=877"
"ALBERTA","1","=877"
"ALEAHA","1","=877"
"ALEANA","1","=877"
"ALECIA","1","=877"
"ALEEAH","1","=877"
"ALEEIA","1","=877"
"ALEEZA","1","=877"
"ALEIA","1","=877"
"ALEIGHYA","1","=877"
"ALEISHA","1","=877"
"ALEJANDRA","1","=877"
"ALEKSANDRA","1","=877"
"ALENA","1","=877"
"ALESIA","1","=877"
"ALETHEA","1","=877"
"ALETHEIA","1","=877"
"ALEX","1","=877"
"ALEXANDRINA","1","=877"
"ALEXI","1","=877"
"ALEXIE","1","=877"
"ALEXXA","1","=877"
"ALEXYYS","1","=877"
"ALEYA","1","=877"
"ALEYNA","1","=877"
"ALFIE","1","=877"
"ALGOREY","1","=877"
"ALI","1","=877"
"ALIAH","1","=877"
"ALICIYA","1","=877"
"ALIEEAH","1","=877"
"ALIET","1","=877"
"ALIJAH","1","=877"
"ALILA","1","=877"
"ALILAH","1","=877"
"ALINNE","1","=877"
"ALINTA","1","=877"
"ALIRAH","1","=877"
"ALISSIA","1","=877"
"ALISYN","1","=877"
"ALIYANA","1","=877"
"ALIZA","1","=877"
"ALIZA-JOY","1","=877"
"ALKIRRAH","1","=877"
"ALLARA","1","=877"
"ALLEE","1","=877"
"ALLIE","1","=877"
"ALLYSON","1","=877"
"ALLYSSA","1","=877"
"ALMA","1","=877"
"ALMIRA","1","=877"
"ALORA","1","=877"
"ALPA","1","=877"
"ALUEL","1","=877"
"ALUONG","1","=877"
"ALWYN","1","=877"
"ALYCE","1","=877"
"ALYCIA","1","=877"
"ALYS","1","=877"
"ALYXXIS","1","=877"
"AMA","1","=877"
"AMAAYA","1","=877"
"AMAIKA-JAYNE","1","=877"
"AMAIRA","1","=877"
"AMAJIMA","1","=877"
"AMALA","1","=877"
"AMALEAH","1","=877"
"AMALEE","1","=877"
"AMAN","1","=877"
"AMANI","1","=877"
"AMARAYAH","1","=877"
"AMARI","1","=877"
"AMARIAH","1","=877"
"AMARLIE","1","=877"
"AMBA","1","=877"
"AMBREEN","1","=877"
"AMEENA","1","=877"
"AMEER","1","=877"
"AMEERA","1","=877"
"AMEIA","1","=877"
"AMEL","1","=877"
"AMELIA-ANNE","1","=877"
"AMELIAH","1","=877"
"AMEYA","1","=877"
"AMILYA","1","=877"
"AMIRESE","1","=877"
"AMIYA","1","=877"
"AMIYAH","1","=877"
"AMMARAH","1","=877"
"AMREEN","1","=877"
"AMRITDEEP","1","=877"
"AN","1","=877"
"AN-NHIEN","1","=877"
"ANA-MARIE","1","=877"
"ANABELLA","1","=877"
"ANABELLE-YVONNE","1","=877"
"ANAHITA","1","=877"
"ANAHLU","1","=877"
"ANAIS","1","=877"
"ANAKIA","1","=877"
"ANANNYA","1","=877"
