"","name","number","sex","year"
"842","Mark",21,"Male",1980
"843","James",20,"Male",1980
"844","Robert",20,"Male",1980
"845","Christopher",19,"Male",1980
"846","Nathan",19,"Male",1980
"847","Benjamin",18,"Male",1980
"848","Rebecca",30,"Female",1980
"849","Sarah",24,"Female",1980
"850","Samantha",15,"Female",1980
"851","Michelle",14,"Female",1980
"852","Natasha",14,"Female",1980
"853","Anna",12,"Female",1980
"854","Jennifer",12,"Female",1980
"855","Kelly",12,"Female",1980
"856","Lisa",12,"Female",1980
"857","Shannon",12,"Female",1980
"858","Emma",11,"Female",1980
"859","Melissa",11,"Female",1980
"860","Amy",10,"Female",1980
