Name,Sex,Year,Count
RICHARD,Male,1989,85
RILEY,Male,1996,85
RODNEY,Male,1973,85
SHANNON,Female,1986,85
SHAUN,Male,1969,85
SIMON,Male,1967,85
STEPHANIE,Female,1983,85
SUSAN,Female,1980,85
TAMARA,Female,1981,85
TARA,Female,1991,85
THOMAS,Male,1960,85
TINA,Female,1969,85
TRACEY,Female,1981,85
TRENT,Male,1982,85
TRENT,Male,1985,85
WAYNE,Male,1981,85
ALEXANDRA,Female,2003,84
ALYSSA,Female,2001,84
ANITA,Female,1973,84
ANITA,Female,1976,84
ANNE,Female,1968,84
BARBARA,Female,1964,84
BRANDON,Male,2003,84
BRENDAN,Male,1970,84
BRENDAN,Male,1973,84
BRENDAN,Male,1997,84
BRODIE,Male,2000,84
CALLUM,Male,1994,84
CALLUM,Male,2004,84
CASSANDRA,Female,1981,84
COLLEEN,Female,1960,84
COOPER,Male,1999,84
CRAIG,Male,1988,84
DARCY,Male,2005,84
DEAN,Male,1982,84
DIANNE,Female,1960,84
EBONY,Female,2004,84
EMILY,Female,1982,84
ERIN,Female,1997,84
FLYNN,Male,2003,84
HANNAH,Female,1986,84
JACQUELINE,Female,1963,84
JADE,Female,1986,84
JANE,Female,1966,84
JOHN,Male,1999,84
JOSHUA,Male,1978,84
JUSTIN,Male,1998,84
KATELYN,Female,1993,84
KATHERINE,Female,1970,84
KATHRYN,Female,1967,84
KATHRYN,Female,1984,84
KIMBERLEY,Female,1984,84
KIMBERLEY,Female,1994,84
KYM,Female,1961,84
LARA,Female,2003,84
LOUISE,Female,1969,84
LUCY,Female,1998,84
MELINDA,Female,1973,84
OLIVER,Male,2001,84
PATRICK,Male,1962,84
PHILIP,Male,1962,84
RACHAEL,Female,1987,84
RONALD,Male,1967,84
SEAN,Male,2002,84
SHAUN,Male,1977,84
TAYLA,Female,1993,84
TAYLOR,Female,2002,84
TEGAN,Female,1987,84
TEGAN,Female,1990,84
TROY,Male,1988,84
AIDAN,Male,2001,83
ALEX,Male,1991,83
ALEXANDRA,Female,1987,83
ALYSSA,Female,2002,83
AMBER,Female,1996,83
ANN,Female,1965,83
ASHLEIGH,Female,2002,83
BIANCA,Female,1996,83
BRIANNA,Female,2002,83
CAMERON,Male,1968,83
COLLEEN,Female,1962,83
DARREN,Male,1983,83
FIONA,Female,1981,83
GAIL,Female,1962,83
GAVIN,Male,1961,83
HAYLEY,Female,1994,83
HEATHER,Female,1960,83
HOLLY,Female,1994,83
ISABELLE,Female,2004,83
JACOB,Male,1986,83
JANE,Female,1972,83
JENNA,Female,1987,83
JEREMY,Male,1990,83
JESSICA,Female,1980,83
JODIE,Female,1986,83
JOHN,Male,1998,83
JUDITH,Female,1969,83
KAREN,Female,1981,83
KATHRYN,Female,1978,83
KATIE,Female,1981,83
KATRINA,Female,1989,83
KELLY,Female,1990,83
KELLY,Female,1993,83
LAUREN,Female,2005,83
LOUISE,Female,1979,83
MARGARET,Female,1970,83
MARK,Male,1996,83
MATHEW,Male,1986,83
MONIQUE,Female,1995,83
NATASHA,Female,1998,83
NOEL,Male,1960,83
PATRICK,Male,1964,83
PAULA,Female,1963,83
RENEE,Female,1994,83
RICHARD,Male,1978,83
RONALD,Male,1968,83
RUBY,Female,2001,83
RUSSELL,Male,1973,83
SEAN,Male,1975,83
SHAUN,Male,1993,83
SIMON,Male,1989,83
STEPHANIE,Female,2001,83
TAMMY,Female,1977,83
TARA,Female,1993,83
TOBY,Male,2005,83
VANESSA,Female,1975,83
ZAC,Male,2004,83
ZOE,Female,1993,83
AIDAN,Male,1999,82
AIDEN,Male,2004,82
ALAN,Male,1968,82
ALLAN,Male,1969,82
AMANDA,Female,1962,82
AMANDA,Female,1995,82
ANDREA,Female,1967,82
ANITA,Female,1979,82
ASHLEY,Male,1976,82
BEAU,Male,1994,82
BIANCA,Female,2001,82
BRAYDEN,Male,2004,82
BRODIE,Male,1999,82
BROOKE,Female,1980,82
CLAIRE,Female,2002,82
DALE,Male,1971,82
DANIELLE,Female,1976,82
DARREN,Male,1963,82
EBONY,Female,2001,82
GABRIELLE,Female,2003,82
GARRY,Male,1961,82
GLENN,Male,1968,82
GLENN,Male,1974,82
JACQUELINE,Female,1961,82
JACQUELINE,Female,1965,82
JACQUELINE,Female,1966,82
JAMIE,Male,1970,82
JAMIE,Male,1995,82
JARROD,Male,1994,82
JEFFREY,Male,1979,82
JENNA,Female,1986,82
JEREMY,Male,1983,82
JEREMY,Male,1992,82
JESSIE,Female,1995,82
KAITLYN,Female,2000,82
KAYLA,Female,2002,82
KAYLA,Female,2003,82
KENNETH,Male,1973,82
LACHLAN,Male,1988,82
LARA,Female,2004,82
LAURA,Female,2003,82
LEVI,Male,2004,82
LOUISE,Female,1965,82
LOUISE,Female,1980,82
LOUISE,Female,1981,82
MACKENZIE,Female,2002,82
MADELEINE,Female,1993,82
MARIA,Female,1961,82
NATALIE,Female,1968,82
NATHAN,Male,1972,82
PAULA,Female,1968,82
PHILIP,Male,1963,82
ROSS,Male,1969,82
RUSSELL,Male,1978,82
SARA,Female,1982,82
SEAN,Male,1967,82
SHAUN,Male,1970,82
TAHLIA,Female,1996,82
TAMARA,Female,1992,82
TAYLOR,Female,1992,82
TIMOTHY,Male,2002,82
TRACY,Female,1976,82
TROY,Male,1989,82
WAYNE,Male,1980,82
ZANE,Male,2002,82
ZOE,Female,1990,82
ALAN,Male,1970,81
ALAN,Male,1971,81
ALISON,Female,1982,81
AMELIA,Female,2001,81
BELINDA,Female,1986,81
BRENDAN,Male,1975,81
BRETT,Male,1990,81
BRODIE,Male,1995,81
CALLUM,Male,1990,81
CANDICE,Female,1985,81
CATHERINE,Female,1982,81
CATHERINE,Female,1986,81
CHRISTOPHER,Male,2005,81
CLAIRE,Female,1987,81
CLINTON,Male,1975,81
COREY,Male,2003,81
CRAIG,Male,1986,81
DEAN,Male,1995,81
DENISE,Female,1961,81
DIANE,Female,1962,81
DIANE,Female,1964,81
EBONY,Female,2003,81
ELIZABETH,Female,2001,81
GARY,Male,1974,81
GLEN,Male,1978,81
GRAHAM,Male,1971,81
HOLLY,Female,1999,81
IAN,Male,1983,81
JADE,Female,1983,81
JAMIE,Male,1978,81
JASMINE,Female,1991,81
JOANNE,Female,1980,81
JODIE,Female,1969,81
KATIE,Female,1992,81
KEITH,Male,1960,81
KIRSTY,Female,1987,81
KYM,Female,1963,81
LOUISE,Female,1962,81
LUCY,Female,2001,81
MADELINE,Female,1998,81
MAREE,Female,1964,81
MAREE,Female,1966,81
MELANIE,Female,1985,81
MONIQUE,Female,1996,81
OSCAR,Male,2003,81
PAULA,Female,1973,81
PHILLIP,Male,1984,81
RHONDA,Female,1961,81
RHONDA,Female,1963,81
RHYS,Male,2002,81
SAM,Male,1994,81
SARAH,Female,1971,81
TAMARA,Female,1994,81
TANIA,Female,1966,81
THOMAS,Male,1975,81
TONI,Female,1974,81
TONY,Male,1974,81
TRACY,Female,1962,81
ZAC,Male,2002,81
ZOE,Female,1991,81
ADRIAN,Male,1988,80
ALAN,Male,1967,80
ALICIA,Female,1983,80
ALISON,Female,1968,80
ANNA,Female,1991,80
BIANCA,Female,1995,80
BIANCA,Female,1999,80
BRENDAN,Male,2001,80
CALLUM,Male,1991,80
DALE,Male,1983,80
DEAN,Male,1991,80
DIANE,Female,1965,80
GRANT,Male,1974,80
HAYLEY,Female,1997,80
HEATHER,Female,1963,80
JACQUELINE,Female,1970,80
JADE,Female,1984,80
JANELLE,Female,1967,80
JANELLE,Female,1971,80
JANET,Female,1963,80
JOSHUA,Male,1977,80
KATE,Female,1978,80
KAYLA,Female,2004,80
KELLY,Female,1969,80
KEVIN,Male,1977,80
KIRSTY,Female,1986,80
LAURA,Female,1982,80
LINDA,Female,1976,80
LOUISE,Female,1964,80
LOUISE,Female,1977,80
LOUISE,Female,1985,80
MACKENZIE,Female,2001,80
MADELINE,Female,1994,80
MADELINE,Female,2000,80
NATASHA,Female,1972,80
NICHOLAS,Male,1972,80
PAIGE,Female,1995,80
PAIGE,Female,1999,80
PETA,Female,1974,80
PHILLIP,Male,1967,80
RACHAEL,Female,1989,80
REECE,Male,1998,80
RHYS,Male,1994,80
RICHARD,Male,1981,80
RICHARD,Male,1988,80
SHANNON,Female,1983,80
SHAUN,Male,1994,80
SONYA,Female,1969,80
TAHLIA,Female,1995,80
TEGAN,Female,1993,80
TIMOTHY,Male,2001,80
TONI,Female,1973,80
TRAVIS,Male,1998,80
VICKI,Female,1967,80
ADRIAN,Male,1970,79
ALEXANDRA,Female,2004,79
AMBER,Female,1993,79
ANITA,Female,1970,79
ANITA,Female,1972,79
ANN,Female,1963,79
ANNA,Female,1986,79
BEAU,Male,1988,79
BENJAMIN,Male,1970,79
BIANCA,Female,1990,79
BRENDAN,Male,2000,79
BRITTANY,Female,2000,79
BROOKE,Female,1986,79
BROOKE,Female,1988,79
CARLY,Female,1981,79
CAROL,Female,1965,79
CHARLOTTE,Female,1999,79
CHRISTINE,Female,1984,79
DARCY,Male,2001,79
DARCY,Male,2003,79
GAYLE,Female,1963,79
GLENDA,Female,1960,79
HUNTER,Male,2005,79
ISAAC,Male,1996,79
JACKSON,Male,1992,79
JANE,Female,1970,79
JEREMY,Male,1987,79
KAI,Male,2002,79
KAITLYN,Female,1998,79
KATHRYN,Female,1986,79
KATIE,Female,1980,79
KATIE,Female,1996,79
KELLY,Female,1991,79
KIMBERLEY,Female,1985,79
KIMBERLEY,Female,1996,79
LARA,Female,2002,79
LEE,Male,1982,79
LIAM,Male,1987,79
LISA,Female,1960,79
LUKE,Male,1974,79
MALCOLM,Male,1964,79
NATASHA,Female,1997,79
PATRICIA,Female,1973,79
PAUL,Male,1991,79
PHILIP,Male,1961,79
PHILLIP,Male,1970,79
PHILLIP,Male,1972,79
RACHAEL,Female,1984,79
RENEE,Female,1989,79
RHYS,Male,1993,79
RICHARD,Male,1986,79
RICHARD,Male,1987,79
ROSS,Male,1970,79
SAM,Male,1995,79
SAM,Male,1997,79
SHANNON,Female,1989,79
SHANNON,Female,1991,79
SHAUN,Male,1972,79
STACEY,Female,1979,79
SUSAN,Female,1981,79
SUZANNE,Female,1974,79
TAMARA,Female,1979,79
TAMMY,Female,1981,79
TAYLAH,Female,2005,79
TEGAN,Female,1983,79
THOMAS,Male,1967,79
TRAVIS,Male,1982,79
TROY,Male,1987,79
TYSON,Male,2003,79
ZANE,Male,2005,79
ABBEY,Female,2003,78
ADAM,Male,1970,78
ADRIAN,Male,1986,78
ALLAN,Male,1967,78
AMANDA,Female,1994,78
ANDREA,Female,1966,78
ANNE,Female,1969,78
ANTHONY,Male,2000,78
BIANCA,Female,1993,78
BLAKE,Male,1990,78
BRENDAN,Male,1971,78
BROCK,Male,2004,78
BROOKE,Female,1987,78
BRUCE,Male,1972,78
CAROLYN,Female,1967,78
CLINTON,Male,1974,78
COLIN,Male,1972,78
DALE,Male,1988,78
DAMIEN,Male,1972,78
DARRYL,Male,1970,78
DEAN,Male,1976,78
DEAN,Male,1978,78
DECLAN,Male,2000,78
DIANE,Female,1961,78
DOUGLAS,Male,1964,78
DYLAN,Male,1989,78
EBONY,Female,1998,78
ERIN,Female,1993,78
GAVIN,Male,1978,78
GEMMA,Female,1993,78
GEOFFREY,Male,1970,78
HARLEY,Male,1991,78
HOLLY,Female,1991,78
JANELLE,Female,1970,78
JASON,Male,1998,78
JEREMY,Male,1997,78
JEREMY,Male,1998,78
JULIE,Female,1982,78
KAREN,Female,1982,78
KATRINA,Female,1991,78
KIRSTY,Female,1979,78
KRISTY,Female,1977,78
KRYSTAL,Female,1985,78
LOUISE,Female,1976,78
MACKENZIE,Female,2005,78
MADELEINE,Female,1998,78
MARTIN,Male,1971,78
NATASHA,Female,1971,78
NICHOLAS,Male,1975,78
PHILLIP,Male,1962,78
RACHAEL,Female,1983,78
RAYMOND,Male,1972,78
REBEKAH,Female,1993,78
RHYS,Male,1998,78
SAM,Male,1991,78
SARAH,Female,1972,78
SETH,Male,2003,78
SHANNON,Female,1987,78
THOMAS,Male,1965,78
TRAVIS,Male,1984,78
TYSON,Male,2004,78
ZANE,Male,2003,78
ZOE,Female,1994,78
ABIGAIL,Female,2005,77
AIDAN,Male,1997,77
ALEXANDER,Male,1984,77
ALICIA,Female,1986,77
ANDREA,Female,1969,77
ANDREA,Female,1973,77
ANGUS,Male,1998,77
ANITA,Female,1980,77
ANN,Female,1967,77
ANNA,Female,1993,77
BELINDA,Female,1969,77
BELINDA,Female,1970,77
BRAYDEN,Male,1999,77
BRAYDEN,Male,2003,77
BREANNA,Female,2000,77
BRETT,Male,1989,77
BRIAN,Male,1975,77
CASSANDRA,Female,1979,77
DALE,Male,1982,77
DARCY,Male,2002,77
DARRYL,Male,1968,77
DEAN,Male,1977,77
FIONA,Female,1964,77
FLYNN,Male,2004,77
GABRIELLE,Female,1994,77
GARY,Male,1975,77
GAVIN,Male,1975,77
JACK,Male,1988,77
JADE,Female,1987,77
JARED,Male,1987,77
JARED,Male,1992,77
JAY,Male,1982,77
JEFFREY,Male,1976,77
JENNA,Female,1989,77
JORJA,Female,2003,77
KATHERINE,Female,1972,77
KATHERINE,Female,1992,77
KATHLEEN,Female,1967,77
KATHRYN,Female,1976,77
KATHRYN,Female,1982,77
KELLIE,Female,1979,77
KERRI,Female,1968,77
KIM,Female,1977,77
KIRSTY,Female,1974,77
KIRSTY,Female,1976,77
KIRSTY,Female,1981,77
KIRSTY,Female,1988,77
LEANNE,Female,1982,77
MACKENZIE,Female,2003,77
MARY,Female,1967,77
MATHEW,Male,1985,77
MIKAELA,Female,1996,77
MIKAYLA,Female,2003,77
MIKAYLA,Female,2004,77
NAOMI,Female,1979,77
PATRICK,Male,1981,77
PATRICK,Male,1984,77
RACHAEL,Female,1988,77
REBEKAH,Female,1991,77
RUSSELL,Male,1975,77
SAM,Male,1993,77
SETH,Male,2001,77
TAMARA,Female,1984,77
TAMMY,Female,1978,77
TANYA,Female,1966,77
TIFFANY,Female,1990,77
TODD,Male,1989,77
TONY,Male,1978,77
TRAVIS,Male,1989,77
TRISTAN,Male,1998,77
TYLER,Male,1993,77
TYSON,Male,1997,77
VANESSA,Female,1978,77
ALANA,Female,1983,76
ALLAN,Male,1965,76
AMANDA,Female,1961,76
AMBER,Female,1995,76
ANITA,Female,1974,76
ANITA,Female,1977,76
ANNA,Female,1999,76
AVA,Female,2004,76
BAILEY,Male,1997,76
BEN,Male,2002,76
BRIANNA,Female,2005,76
BRODIE,Male,1992,76
CARLY,Female,1984,76
CAROLYN,Female,1965,76
CLAIRE,Female,1986,76
CLAIRE,Female,1990,76
CLAIRE,Female,2003,76
COOPER,Male,1998,76
DAMIEN,Male,1990,76
DARREN,Male,1980,76
DEBBIE,Female,1962,76
DEBRA,Female,1972,76
DEBRA,Female,1973,76
DOUGLAS,Male,1961,76
ELIZABETH,Female,1998,76
GAIL,Female,1961,76
GLENN,Male,1966,76
GRAHAM,Male,1970,76
GRANT,Male,1970,76
GRANT,Male,1972,76
IAN,Male,1985,76
JACOB,Male,1987,76
JACQUELINE,Female,1973,76
JANELLE,Female,1968,76
JARROD,Male,1999,76
JEREMY,Male,2000,76
KATELYN,Female,1996,76
KATHERINE,Female,1975,76
KELLIE,Female,1977,76
KELLIE,Female,1983,76
KIARA,Female,2005,76
KIM,Female,1978,76
KIMBERLEY,Female,1986,76
KIMBERLEY,Female,1992,76
KYLIE,Female,1967,76
LIAM,Male,1984,76
LIAM,Male,1985,76
LINDA,Female,1977,76
MARTIN,Male,1970,76
MAX,Male,2000,76
MIA,Female,2001,76
MICHELLE,Female,1993,76
MICHELLE,Female,1994,76
MIKAYLA,Female,1998,76
NAOMI,Female,1986,76
NARELLE,Female,1963,76
NEIL,Male,1968,76
PAIGE,Female,2001,76
PATRICK,Male,1987,76
RACHAEL,Female,1973,76
RHYS,Male,2005,76
RODNEY,Male,1974,76
RONALD,Male,1966,76
ROSS,Male,1968,76
SHANIA,Female,1998,76
SIMON,Male,1990,76
SONYA,Female,1971,76
STACEY,Female,1991,76
STEVEN,Male,1995,76
STEVEN,Male,1997,76
TAMARA,Female,1980,76
TAMARA,Female,1985,76
TAMMY,Female,1971,76
THOMAS,Male,1971,76
THOMAS,Male,1972,76
TRAVIS,Male,1986,76
TRENT,Male,1983,76
TROY,Male,1992,76
TYLER,Male,1995,76
ZACHARY,Male,1988,76
ABBEY,Female,2004,75
ADAM,Male,2005,75
ALEXANDRA,Female,2005,75
ANITA,Female,1975,75
ANITA,Female,1981,75
ANITA,Female,1982,75
ANNA,Female,1974,75
ASHLEIGH,Female,2004,75
ASHLEY,Male,1973,75
BEAU,Male,1992,75
BROOKE,Female,1982,75
DAMIAN,Male,1974,75
DAMIAN,Male,1977,75
DAVID,Male,2003,75
DIANE,Female,1963,75
DOUGLAS,Male,1962,75
FLYNN,Male,2005,75
GAVIN,Male,1977,75
GLENN,Male,1979,75
GRANT,Male,1980,75
HARLEY,Male,1992,75
HEATHER,Female,1961,75
HENRY,Male,2005,75
JARROD,Male,1998,75
JASMINE,Female,1988,75
JENNA,Female,1988,75
JORDAN,Male,1989,75
JOSHUA,Male,1975,75
JULIE,Female,1983,75
KATIE,Female,2002,75
KEITH,Male,1964,75
KELLIE,Female,1971,75
KIRSTY,Female,1990,75
KYM,Female,1962,75
LEE,Male,1979,75
LEVI,Male,2003,75
LEVI,Male,2005,75
LILY,Female,1998,75
LUCY,Female,1996,75
MACKENZIE,Female,2004,75
MADELEINE,Female,1992,75
MALCOLM,Male,1967,75
MARK,Male,1995,75
MASON,Male,2004,75
MATHEW,Male,1987,75
MATHEW,Male,1992,75
MELINDA,Female,1977,75
MIKAELA,Female,1994,75
NEIL,Male,1970,75
OLIVIA,Female,1994,75
PATRICK,Male,1970,75
PHILIP,Male,1965,75
PHILLIP,Male,1976,75
RACHEL,Female,2003,75
RAYMOND,Male,1971,75
REECE,Male,1997,75
REECE,Male,1999,75
ROSLYN,Female,1963,75
SAMUEL,Male,1982,75
SEAN,Male,1978,75
SHANNON,Female,1988,75
TAHLIA,Female,1994,75
TAMMY,Female,1979,75
THOMAS,Male,1963,75
TRAVIS,Male,1999,75
TREVOR,Male,1973,75
VANESSA,Female,1976,75
ADRIAN,Male,1987,74
AIDAN,Male,1995,74
ALISON,Female,1966,74
ALISON,Female,1975,74
ANN,Female,1964,74
ANTHONY,Male,1998,74
ASHTON,Male,2005,74
BIANCA,Female,1994,74
BRONWYN,Female,1972,74
CAROL,Female,1964,74
CLAIRE,Female,1999,74
CLAIRE,Female,2004,74
CLINTON,Male,1986,74
CRAIG,Male,1989,74
DAMIAN,Male,1978,74
DAMIEN,Male,1989,74
DANIELLE,Female,1972,74
DANIELLE,Female,1998,74
DARREN,Male,1962,74
DIANNE,Female,1964,74
DONNA,Female,1980,74
ELIZABETH,Female,2004,74
ELLEN,Female,1992,74
GABRIELLE,Female,1997,74
GRANT,Male,1986,74
IAN,Male,1986,74
ISABELLE,Female,2005,74
JAI,Male,2005,74
JEREMY,Male,1982,74
JEREMY,Male,1984,74
JOANNE,Female,1983,74
JORDAN,Female,2004,74
KATRINA,Female,1988,74
KEITH,Male,1963,74
KERRI,Female,1972,74
KEVIN,Male,1973,74
KIRSTY,Female,1983,74
LEANNE,Female,1978,74
LOUISE,Female,1966,74
MADELINE,Female,1993,74
MATHEW,Male,1990,74
NATALIE,Female,1967,74
NATASHA,Female,1973,74
NICHOLAS,Male,1977,74
NICOLE,Female,1967,74
NOEL,Male,1961,74
PHILLIP,Male,1968,74
PHILLIP,Male,1981,74
PHILLIP,Male,1983,74
PHILLIP,Male,1988,74
RACHAEL,Female,1996,74
RUSSELL,Male,1974,74
RYAN,Male,1976,74
SEAN,Male,1977,74
SEAN,Male,1979,74
SHANE,Male,1993,74
SHANNON,Female,1978,74
STEVEN,Male,1996,74
TARA,Female,1988,74
THOMAS,Male,1964,74
THOMAS,Male,1978,74
TIFFANY,Female,1995,74
TONI,Female,1966,74
TRAVIS,Male,2000,74
TRENT,Male,1994,74
TYSON,Male,1999,74
ZAC,Male,2005,74
ZOE,Female,1987,74
AARON,Male,1971,73
ADRIAN,Male,1990,73
ALEXANDER,Male,1983,73
ALICIA,Female,1984,73
ALICIA,Female,1985,73
ANDREA,Female,1983,73
ANGUS,Male,1996,73
BARRY,Male,1969,73
BRADLEY,Male,2001,73
BRAYDEN,Male,1997,73
BRENDAN,Male,1972,73
BROCK,Male,2002,73
CALLUM,Male,1992,73
CAROL,Female,1962,73
CHARLIE,Male,2004,73
CLAIRE,Female,1989,73
CODY,Male,1993,73
CONNOR,Male,1994,73
COURTNEY,Female,2003,73
DALE,Male,1990,73
DARRYL,Male,1971,73
DARRYL,Male,1972,73
DAVID,Male,2005,73
DEAN,Male,1979,73
DEBORAH,Female,1978,73
DONNA,Female,1978,73
ERIN,Female,2004,73
FIONA,Female,1962,73
FIONA,Female,1983,73
GABRIELLE,Female,1995,73
GAYLE,Female,1964,73
GRANT,Male,1968,73
HARRY,Male,1998,73
HAYLEY,Female,1981,73
JAY,Male,1981,73
JENNA,Female,1985,73
JESSE,Male,1986,73
JOHN,Male,2004,73
JONATHAN,Male,1995,73
KATHERINE,Female,1969,73
KATHLEEN,Female,1973,73
KATHRYN,Female,1985,73
KEVIN,Male,1983,73
KYM,Female,1973,73
LARA,Female,2005,73
LEAH,Female,1982,73
LEE,Male,1980,73
LEISA,Female,1967,73
LEISA,Female,1969,73
LIAM,Male,1986,73
LILY,Female,1999,73
LINDA,Female,1978,73
MAREE,Female,1967,73
MATHEW,Male,1989,73
MATTHEW,Male,1966,73
MELINDA,Female,1976,73
MICHELE,Female,1962,73
MIKAYLA,Female,2002,73
MONIQUE,Female,1990,73
NAOMI,Female,1978,73
NAOMI,Female,1981,73
NATALIE,Female,2000,73
NATASHA,Female,2001,73
OLIVIA,Female,1991,73
PATRICK,Male,1965,73
PATRICK,Male,1967,73
PHILLIP,Male,1966,73
RAYMOND,Male,1974,73
RENEE,Female,1976,73
RHYS,Male,1989,73
RICHARD,Male,1990,73
ROBERT,Male,1999,73
ROSLYN,Female,1962,73
SAM,Male,1992,73
SEAN,Male,2001,73
SHAUN,Male,1967,73
SHAUN,Male,1975,73
STEPHANIE,Female,2002,73
STUART,Male,1970,73
TAYLOR,Male,1993,73
TRAVIS,Male,1983,73
TRAVIS,Male,1992,73
TROY,Male,1990,73
TYSON,Male,2001,73
VANESSA,Female,1988,73
VICKI,Female,1972,73
WENDY,Female,1975,73
AIDAN,Male,1996,72
ALISON,Female,1976,72
ALISON,Female,1981,72
ANDREA,Female,1963,72
ANGELA,Female,1991,72
ANNA,Female,2000,72
ANNE,Female,1972,72
ASHLEE,Female,1992,72
BREANNA,Female,1997,72
BROCK,Male,2003,72
CAITLYN,Female,2001,72
CLAIRE,Female,1982,72
CLAIRE,Female,2000,72
CLINTON,Male,1987,72
COLIN,Male,1981,72
DAMIAN,Male,1975,72
DONALD,Male,1963,72
EBONY,Female,1999,72
EDWARD,Male,1962,72
GAVIN,Male,1960,72
GAVIN,Male,1976,72
GAVIN,Male,1981,72
GEOFFREY,Male,1974,72
GREGORY,Male,1986,72
JACOB,Male,1983,72
JANE,Female,1960,72
JANE,Female,1962,72
JANE,Female,1975,72
JOHN,Male,2001,72
JONATHAN,Male,1992,72
JORDAN,Female,1998,72
KATELYN,Female,2000,72
KATIE,Female,1989,72
KELLY,Female,1970,72
KEVIN,Male,1985,72
KURT,Male,1993,72
LEAH,Female,1979,72
LEE,Male,1977,72
LILLY,Female,2004,72
LUCY,Female,1991,72
LYNETTE,Female,1966,72
MALCOLM,Male,1966,72
MARGARET,Female,1971,72
MARTIN,Male,1973,72
MARY,Female,1968,72
MATHEW,Male,1984,72
MATTHEW,Male,1965,72
MIKAYLA,Female,2005,72
MONIQUE,Female,1998,72
NEIL,Male,1966,72
NEIL,Male,1971,72
OSCAR,Male,2002,72
PHILLIP,Male,1969,72
RACHAEL,Female,1975,72
REBECCA,Female,2004,72
REECE,Male,1992,72
RHIANNON,Female,1993,72
ROBERT,Male,2000,72
RUSSELL,Male,1976,72
RUSSELL,Male,1979,72
SEAN,Male,1974,72
SEAN,Male,1980,72
SOPHIA,Female,2004,72
TAMARA,Female,1977,72
TARA,Female,1992,72
THOMAS,Male,1966,72
THOMAS,Male,1969,72
TIFFANY,Female,1986,72
TODD,Male,1988,72
TRACEY,Female,1983,72
TRAVIS,Male,1980,72
TRAVIS,Male,1993,72
TRAVIS,Male,1994,72
TRENT,Male,1976,72
TREVOR,Male,1972,72
ZANE,Male,2004,72
ABBEY,Female,1999,71
ALEXANDRA,Female,2002,71
ALISON,Female,1973,71
AMBER,Female,1992,71
ANN,Female,1966,71
ANNA,Female,1987,71
ANNETTE,Female,1972,71
ASHLEIGH,Female,1986,71
BELINDA,Female,1972,71
BEN,Male,1983,71
BRANDON,Male,2004,71
BRENT,Male,1983,71
BRENT,Male,1988,71
BRENTON,Male,1988,71
BROCK,Male,2001,71
BRODIE,Male,1994,71
BRUCE,Male,1975,71
BRYCE,Male,1994,71
CHRISTINE,Female,1980,71
CRYSTAL,Female,1985,71
DEAN,Male,1981,71
DEBBIE,Female,1964,71
GEMMA,Female,1991,71
GLEN,Male,1977,71
GLEN,Male,1980,71
GLEN,Male,1982,71
GLENN,Male,1960,71
GLENN,Male,1975,71
GLENN,Male,1976,71
GRACE,Female,1992,71
GRAHAM,Male,1972,71
HOLLY,Female,1993,71
JAI,Male,2004,71
JANELLE,Female,1969,71
JENNIFER,Female,1995,71
JEREMY,Male,1988,71
JODIE,Female,1988,71
JONATHAN,Male,1981,71
JOSEPH,Male,1977,71
KATHERINE,Female,1991,71
KEITH,Male,1967,71
KELLIE,Female,1975,71
KELLY,Female,1992,71
KIMBERLEY,Female,1995,71
KIRSTY,Female,1978,71
KYLIE,Female,1989,71
KYM,Female,1965,71
KYM,Female,1977,71
LESLIE,Male,1961,71
LIAM,Male,1983,71
LYNETTE,Female,1967,71
MADELINE,Female,1999,71
MARK,Male,1997,71
MARTIN,Male,1972,71
MARY,Female,1969,71
MELANIE,Female,1987,71
MELINDA,Female,1980,71
NATASHA,Female,2000,71
NOEL,Male,1962,71
PATRICK,Male,1974,71
PHILLIP,Male,1985,71
PHOEBE,Female,2003,71
RACHAEL,Female,1974,71
REECE,Male,2001,71
RENEE,Female,1975,71
RHYS,Male,1996,71
SIMON,Male,1991,71
SONIA,Female,1971,71
STACEY,Female,1992,71
STACEY,Female,1993,71
STUART,Male,1971,71
SUZANNE,Female,1976,71
TAYLA,Female,2003,71
TEGAN,Female,1992,71
THOMAS,Male,1976,71
TIMOTHY,Male,2003,71
TRAVIS,Male,1990,71
TRISTAN,Male,2004,71
WENDY,Female,1976,71
ZANE,Male,2001,71
AARON,Male,2004,70
ADAM,Male,1969,70
ADRIAN,Male,1989,70
ALEX,Male,1990,70
AMY,Female,1977,70
ANDREA,Female,1962,70
ANDREA,Female,1974,70
ANGELA,Female,1963,70
ANITA,Female,1969,70
ANNA,Female,1992,70
BIANCA,Female,1989,70
BIANCA,Female,2000,70
BRANDON,Male,2005,70
BRAYDEN,Male,2000,70
BRENDA,Female,1964,70
BRENTON,Male,1990,70
BRODIE,Male,1993,70
BRYCE,Male,1997,70
CAITLYN,Female,1998,70
CAITLYN,Female,2003,70
CASEY,Female,1991,70
CASSANDRA,Female,1974,70
CASSANDRA,Female,1996,70
CHERYL,Female,1971,70
CLAIRE,Female,1992,70
CLAUDIA,Female,1997,70
CODY,Male,1994,70
DALE,Male,1981,70
DALE,Male,1991,70
DARCY,Male,2004,70
DONALD,Male,1964,70
ELLEN,Female,1995,70
ERIN,Female,2005,70
FIONA,Female,1984,70
GEOFFREY,Male,1973,70
ISABELLA,Female,1995,70
JANE,Female,1982,70
