"","name","number","sex","year"
"2225","Skye",50,"Female",2013
"2226",NA,NA,"Female",2013
"2227","Jack",481,"Male",2012
"2228","Cooper",456,"Male",2012
"2229","William",438,"Male",2012
"2230","Ethan",383,"Male",2012
"2231","Oliver",380,"Male",2012
"2232","Noah",376,"Male",2012
"2233","Lachlan",345,"Male",2012
"2234","Thomas",325,"Male",2012
"2235","Liam",320,"Male",2012
"2236","James",290,"Male",2012
"2237","Samuel",290,"Male",2012
"2238","Riley",284,"Male",2012
"2239","Jacob",269,"Male",2012
"2240","Lucas",265,"Male",2012
"2241","Mason",254,"Male",2012
"2242","Harrison",251,"Male",2012
"2243","Benjamin",250,"Male",2012
"2244","Charlie",243,"Male",2012
"2245","Hunter",240,"Male",2012
"2246","Alexander",239,"Male",2012
"2247","Joshua",234,"Male",2012
"2248","Max",224,"Male",2012
"2249","Tyler",223,"Male",2012
"2250","Levi",223,"Male",2012
"2251","Braxton",223,"Male",2012
"2252","Xavier",219,"Male",2012
"2253","Eli",209,"Male",2012
"2254","Ryan",208,"Male",2012
"2255","Jackson",208,"Male",2012
"2256","Isaac",184,"Male",2012
"2257","Blake",183,"Male",2012
"2258","Elijah",179,"Male",2012
"2259","Nate",179,"Male",2012
"2260","Flynn",176,"Male",2012
"2261","Henry",175,"Male",2012
"2262","Jayden",173,"Male",2012
"2263","Connor",172,"Male",2012
"2264","Hayden",171,"Male",2012
"2265","Harry",171,"Male",2012
"2266","Jake",168,"Male",2012
"2267","Matthew",167,"Male",2012
"2268","Jaxon",164,"Male",2012
"2269","Daniel",162,"Male",2012
"2270","Oscar",160,"Male",2012
"2271","Hudson",145,"Male",2012
"2272","Dylan",139,"Male",2012
"2273","Luke",138,"Male",2012
"2274","Aiden",136,"Male",2012
"2275","Joseph",133,"Male",2012
"2276","Lincoln",130,"Male",2012
"2277","Mitchell",129,"Male",2012
"2278","Michael",127,"Male",2012
"2279","Patrick",126,"Male",2012
"2280","Zachary",125,"Male",2012
"2281","Archie",122,"Male",2012
"2282","Leo",121,"Male",2012
"2283","Bailey",120,"Male",2012
"2284","Sebastian",120,"Male",2012
"2285","Carter",117,"Male",2012
"2286","Declan",115,"Male",2012
"2287","Archer",114,"Male",2012
"2288","Seth",114,"Male",2012
"2289","Ryder",111,"Male",2012
"2290","Kai",111,"Male",2012
"2291","Logan",109,"Male",2012
"2292","Finn",108,"Male",2012
"2293","Caleb",108,"Male",2012
"2294","Beau",107,"Male",2012
"2295","Chase",107,"Male",2012
"2296","Nicholas",107,"Male",2012
"2297","Angus",106,"Male",2012
"2298","Jordan",105,"Male",2012
"2299","Dominic",105,"Male",2012
"2300","Ashton",101,"Male",2012
"2301","Nathan",97,"Male",2012
"2302","Tyson",96,"Male",2012
"2303","Hamish",96,"Male",2012
"2304","Alex",90,"Male",2012
"2305","George",89,"Male",2012
"2306","Cody",88,"Male",2012
"2307","Edward",87,"Male",2012
"2308","Jasper",87,"Male",2012
"2309","Hugo",86,"Male",2012
"2310","Jett",85,"Male",2012
"2311","Toby",84,"Male",2012
"2312","Cameron",83,"Male",2012
"2313","Owen",83,"Male",2012
"2314","Phoenix",82,"Male",2012
"2315","Charles",81,"Male",2012
"2316","Jesse",80,"Male",2012
"2317","Darcy",72,"Male",2012
"2318","Callum",72,"Male",2012
"2319","David",71,"Male",2012
"2320","Marcus",71,"Male",2012
"2321","Luca",69,"Male",2012
"2322","Parker",68,"Male",2012
"2323","Austin",68,"Male",2012
"2324","Harley",66,"Male",2012
"2325","Adam",64,"Male",2012
"2326","Zane",64,"Male",2012
"2327",NA,NA,"Male",2012
"2328",NA,NA,"Male",2012
"2329",NA,NA,"Male",2012
"2330","Charlotte",465,"Female",2012
"2331","Sophie",403,"Female",2012
"2332","Ruby",401,"Female",2012
"2333","Chloe",346,"Female",2012
"2334","Ava",338,"Female",2012
"2335","Mia",333,"Female",2012
"2336","Emily",331,"Female",2012
"2337","Isabella",330,"Female",2012
"2338","Olivia",330,"Female",2012
"2339","Amelia",317,"Female",2012
"2340","Ella",314,"Female",2012
"2341","Grace",282,"Female",2012
"2342","Sienna",266,"Female",2012
"2343","Lily",259,"Female",2012
"2344","Sophia",244,"Female",2012
"2345","Isla",201,"Female",2012
"2346","Hannah",192,"Female",2012
"2347","Lucy",190,"Female",2012
"2348","Matilda",188,"Female",2012
"2349","Emma",178,"Female",2012
"2350","Zoe",177,"Female",2012
"2351","Summer",174,"Female",2012
"2352","Abigail",163,"Female",2012
"2353","Lilly",161,"Female",2012
"2354","Evie",151,"Female",2012
"2355","Ivy",148,"Female",2012
"2356","Maddison",140,"Female",2012
"2357","Savannah",139,"Female",2012
"2358","Eva",138,"Female",2012
"2359","Chelsea",137,"Female",2012
"2360","Madison",137,"Female",2012
"2361","Layla",136,"Female",2012
"2362","Scarlett",133,"Female",2012
"2363","Georgia",128,"Female",2012
"2364","Alexis",127,"Female",2012
"2365","Harper",124,"Female",2012
"2366","Isabelle",122,"Female",2012
"2367","Jessica",122,"Female",2012
"2368","Willow",120,"Female",2012
"2369","Sarah",117,"Female",2012
"2370","Jasmine",110,"Female",2012
"2371","Bella",109,"Female",2012
"2372","Zara",109,"Female",2012
"2373","Addison",107,"Female",2012
"2374","Mackenzie",107,"Female",2012
"2375","Paige",107,"Female",2012
"2376","Elizabeth",104,"Female",2012
"2377","Stella",104,"Female",2012
"2378","Holly",103,"Female",2012
"2379","Imogen",103,"Female",2012
"2380","Annabelle",101,"Female",2012
"2381","Hayley",96,"Female",2012
"2382","Alice",94,"Female",2012
"2383","Sofia",93,"Female",2012
"2384","Audrey",90,"Female",2012
"2385","Ellie",86,"Female",2012
"2386","Piper",82,"Female",2012
"2387","Jade",80,"Female",2012
"2388","Poppy",80,"Female",2012
"2389","Claire",79,"Female",2012
"2390","Molly",75,"Female",2012
"2391","Evelyn",72,"Female",2012
"2392","Maya",72,"Female",2012
"2393","Amber",71,"Female",2012
"2394","Mila",70,"Female",2012
"2395","Phoebe",70,"Female",2012
"2396","Skye",70,"Female",2012
"2397","Charlie",69,"Female",2012
"2398","Peyton",68,"Female",2012
"2399","Violet",68,"Female",2012
"2400","Eloise",67,"Female",2012
"2401","Heidi",66,"Female",2012
"2402","Alyssa",65,"Female",2012
"2403","Lacey",65,"Female",2012
"2404","Taylor",63,"Female",2012
"2405","Eden",63,"Female",2012
"2406","Lillian",62,"Female",2012
"2407","Milla",62,"Female",2012
"2408","Indiana",60,"Female",2012
"2409","Rose",60,"Female",2012
"2410","Tahlia",60,"Female",2012
"2411","Mikayla",59,"Female",2012
"2412","Lara",59,"Female",2012
"2413","Pippa",57,"Female",2012
"2414","Charli",56,"Female",2012
"2415","Samantha",55,"Female",2012
"2416","Aria",54,"Female",2012
"2417","Nevaeh",54,"Female",2012
"2418","Abby",53,"Female",2012
"2419","Madeleine",53,"Female",2012
"2420","Aaliyah",52,"Female",2012
"2421","Lola",52,"Female",2012
"2422","Brooklyn",51,"Female",2012
"2423","Caitlin",51,"Female",2012
"2424","Kate",51,"Female",2012
"2425","Makayla",51,"Female",2012
"2426","Alexandra",50,"Female",2012
"2427","Indie",50,"Female",2012
"2428","Charlee",49,"Female",2012
"2429","Amy",49,"Female",2012
"2430","Arabella",49,"Female",2012
"2431","Brooke",49,"Female",2012
"2432","Gabriella",49,"Female",2012
"2433","Cooper",475,"Male",2011
"2434","William",470,"Male",2011
"2435","Jack",438,"Male",2011
"2436","Ethan",421,"Male",2011
"2437","Lachlan",391,"Male",2011
"2438","Oliver",382,"Male",2011
"2439","Noah",365,"Male",2011
"2440","Riley",321,"Male",2011
"2441","Thomas",318,"Male",2011
"2442","Samuel",311,"Male",2011
"2443","Joshua",302,"Male",2011
"2444","Jacob",292,"Male",2011
"2445","Liam",285,"Male",2011
"2446","Lucas",270,"Male",2011
"2447","Tyler",257,"Male",2011
"2448","Benjamin",256,"Male",2011
"2449","James",252,"Male",2011
"2450","Charlie",250,"Male",2011
"2451","Levi",237,"Male",2011
"2452","Max",234,"Male",2011
"2453","Harrison",233,"Male",2011
"2454","Alexander",229,"Male",2011
"2455","Mason",227,"Male",2011
"2456","Eli",211,"Male",2011
"2457","Ryan",210,"Male",2011
"2458","Xavier",207,"Male",2011
"2459","Hunter",206,"Male",2011
"2460","Jayden",204,"Male",2011
"2461","Nate",203,"Male",2011
"2462","Jake",202,"Male",2011
"2463","Hayden",201,"Male",2011
"2464","Isaac",193,"Male",2011
"2465","Connor",186,"Male",2011
"2466","Harry",180,"Male",2011
"2467","Jackson",178,"Male",2011
"2468","Luke",176,"Male",2011
"2469","Blake",173,"Male",2011
"2470","Matthew",172,"Male",2011
"2471","Elijah",168,"Male",2011
"2472","Daniel",166,"Male",2011
"2473","Henry",155,"Male",2011
"2474","Oscar",154,"Male",2011
"2475","Flynn",153,"Male",2011
"2476","Logan",139,"Male",2011
"2477","Bailey",138,"Male",2011
"2478","Joseph",137,"Male",2011
"2479","Mitchell",136,"Male",2011
"2480","Aiden",135,"Male",2011
"2481","Seth",133,"Male",2011
"2482","Nicholas",131,"Male",2011
"2483","Sebastian",130,"Male",2011
"2484","Ashton",128,"Male",2011
"2485","Michael",120,"Male",2011
"2486","Lincoln",117,"Male",2011
"2487","Jett",117,"Male",2011
"2488","Zachary",117,"Male",2011
"2489","Chase",116,"Male",2011
"2490","Dylan",114,"Male",2011
"2491","Finn",112,"Male",2011
"2492","Kai",111,"Male",2011
"2493","Jaxon",111,"Male",2011
"2494","Jordan",110,"Male",2011
"2495","Caleb",110,"Male",2011
"2496","Patrick",108,"Male",2011
"2497","Beau",106,"Male",2011
"2498","Hamish",105,"Male",2011
"2499","Darcy",105,"Male",2011
"2500","Archie",105,"Male",2011
"2501","Hudson",104,"Male",2011
"2502","Angus",101,"Male",2011
"2503","Owen",100,"Male",2011
"2504","Edward",96,"Male",2011
"2505","Cameron",95,"Male",2011
"2506","Ryder",91,"Male",2011
"2507","Archer",90,"Male",2011
"2508","Tyson",89,"Male",2011
"2509","Toby",85,"Male",2011
"2510","Declan",83,"Male",2011
"2511","Alex",83,"Male",2011
"2512","Cody",81,"Male",2011
"2513","Jesse",80,"Male",2011
"2514","Charles",80,"Male",2011
"2515","Phoenix",78,"Male",2011
"2516","Callum",77,"Male",2011
"2517","George",74,"Male",2011
"2518","Nathaniel",73,"Male",2011
"2519","Dominic",73,"Male",2011
"2520","Austin",72,"Male",2011
"2521","Jasper",72,"Male",2011
"2522","Hugo",71,"Male",2011
"2523","Lewis",69,"Male",2011
"2524","Aidan",69,"Male",2011
"2525","David",69,"Male",2011
"2526","Andrew",68,"Male",2011
"2527","Tristan",66,"Male",2011
"2528","Luca",65,"Male",2011
"2529","John",65,"Male",2011
"2530","Jai",63,"Male",2011
"2531","Gabriel",62,"Male",2011
"2532","Leo",61,"Male",2011
"2533","Christian",61,"Male",2011
"2534","Christopher",61,"Male",2011
"2535","Sophie",389,"Female",2011
"2536","Ruby",387,"Female",2011
"2537","Chloe",374,"Female",2011
"2538","Isabella",360,"Female",2011
"2539","Mia",358,"Female",2011
"2540","Emily",355,"Female",2011
"2541","Charlotte",346,"Female",2011
"2542","Sienna",338,"Female",2011
"2543","Ava",336,"Female",2011
"2544","Ella",324,"Female",2011
"2545","Olivia",323,"Female",2011
"2546","Grace",317,"Female",2011
"2547","Amelia",315,"Female",2011
"2548","Lily",274,"Female",2011
"2549","Lucy",191,"Female",2011
"2550","Hannah",191,"Female",2011
"2551","Sophia",190,"Female",2011
"2552","Emma",187,"Female",2011
"2553","Georgia",171,"Female",2011
"2554","Summer",157,"Female",2011
"2555","Lilly",155,"Female",2011
"2556","Matilda",155,"Female",2011
"2557","Maddison",153,"Female",2011
"2558","Zoe",150,"Female",2011
"2559","Madison",148,"Female",2011
"2560","Savannah",147,"Female",2011
"2561","Abigail",146,"Female",2011
"2562","Chelsea",142,"Female",2011
"2563","Jessica",140,"Female",2011
"2564","Isla",138,"Female",2011
"2565","Jasmine",134,"Female",2011
"2566","Isabelle",134,"Female",2011
"2567","Scarlett",131,"Female",2011
"2568","Evie",127,"Female",2011
"2569","Hayley",126,"Female",2011
"2570","Eva",124,"Female",2011
"2571","Layla",122,"Female",2011
"2572","Alexis",121,"Female",2011
"2573","Paige",115,"Female",2011
"2574","Holly",112,"Female",2011
"2575","Sarah",111,"Female",2011
"2576","Addison",107,"Female",2011
"2577","Ivy",105,"Female",2011
"2578","Willow",103,"Female",2011
"2579","Mackenzie",100,"Female",2011
"2580","Imogen",100,"Female",2011
"2581","Elizabeth",97,"Female",2011
"2582","Bella",96,"Female",2011
"2583","Piper",91,"Female",2011
"2584","Harper",89,"Female",2011
"2585","Stella",89,"Female",2011
"2586","Claire",88,"Female",2011
"2587","Annabelle",86,"Female",2011
"2588","Molly",84,"Female",2011
"2589","Alyssa",83,"Female",2011
"2590","Maya",82,"Female",2011
"2591","Sofia",79,"Female",2011
"2592","Zara",76,"Female",2011
"2593","Skye",76,"Female",2011
"2594","Nevaeh",75,"Female",2011
"2595","Phoebe",74,"Female",2011
"2596","Alice",72,"Female",2011
"2597","Ellie",71,"Female",2011
"2598","Jade",70,"Female",2011
"2599","Heidi",70,"Female",2011
"2600","Caitlin",69,"Female",2011
"2601","Violet",68,"Female",2011
"2602","Taylor",67,"Female",2011
"2603","Tahlia",67,"Female",2011
"2604","Mikayla",67,"Female",2011
"2605","Poppy",65,"Female",2011
"2606","Isabel",65,"Female",2011
"2607","Evelyn",64,"Female",2011
"2608","Dakota",63,"Female",2011
"2609","Aaliyah",63,"Female",2011
"2610","Charli",63,"Female",2011
"2611","Lillian",63,"Female",2011
"2612","Eden",62,"Female",2011
"2613","Indiana",62,"Female",2011
"2614","Amy",62,"Female",2011
"2615","Amber",61,"Female",2011
"2616","Peyton",60,"Female",2011
"2617","Samantha",60,"Female",2011
"2618","Charlie",59,"Female",2011
"2619","Taylah",59,"Female",2011
"2620","Abby",57,"Female",2011
"2621","Tayla",55,"Female",2011
"2622","Lacey",55,"Female",2011
"2623","Erin",54,"Female",2011
"2624","Eloise",54,"Female",2011
"2625","Faith",54,"Female",2011
"2626","Eliza",54,"Female",2011
"2627","Ebony",53,"Female",2011
"2628","Abbey",53,"Female",2011
"2629","Lola",53,"Female",2011
"2630","Kate",52,"Female",2011
"2631","Milla",51,"Female",2011
"2632","Brianna",51,"Female",2011
"2633","Audrey",51,"Female",2011
"2634","Katie",51,"Female",2011
"2635","Rose",51,"Female",2011
"2636",NA,NA,"Female",2011
"2637","Cooper",493,"Male",2010
"2638","William",493,"Male",2010
"2639","Jack",452,"Male",2010
"2640","Lachlan",430,"Male",2010
"2641","Noah",428,"Male",2010
"2642","Oliver",386,"Male",2010
"2643","Riley",374,"Male",2010
"2644","Thomas",336,"Male",2010
"2645","Ethan",325,"Male",2010
"2646","Samuel",318,"Male",2010
"2647","James",313,"Male",2010
"2648","Joshua",312,"Male",2010
"2649","Jacob",312,"Male",2010
"2650","Liam",310,"Male",2010
"2651","Max",278,"Male",2010
"2652","Tyler",273,"Male",2010
"2653","Benjamin",271,"Male",2010
"2654","Harrison",251,"Male",2010
"2655","Lucas",239,"Male",2010
"2656","Alexander",233,"Male",2010
"2657","Ryan",225,"Male",2010
"2658","Connor",223,"Male",2010
"2659","Charlie",221,"Male",2010
"2660","Xavier",218,"Male",2010
"2661","Levi",217,"Male",2010
"2662","Matthew",209,"Male",2010
"2663","Jackson",202,"Male",2010
"2664","Blake",201,"Male",2010
"2665","Jake",197,"Male",2010
"2666","Harry",197,"Male",2010
"2667","Hunter",195,"Male",2010
"2668","Jayden",195,"Male",2010
"2669","Hayden",194,"Male",2010
"2670","Daniel",194,"Male",2010
"2671","Isaac",191,"Male",2010
"2672","Eli",169,"Male",2010
"2673","Aiden",168,"Male",2010
"2674","Lincoln",164,"Male",2010
"2675","Mitchell",162,"Male",2010
"2676","Luke",160,"Male",2010
"2677","Seth",159,"Male",2010
"2678","Dylan",154,"Male",2010
"2679","Michael",153,"Male",2010
"2680","Ashton",152,"Male",2010
"2681","Nate",151,"Male",2010
"2682","Nicholas",150,"Male",2010
"2683","Mason",148,"Male",2010
"2684","Jett",147,"Male",2010
"2685","Elijah",147,"Male",2010
"2686","Oscar",142,"Male",2010
"2687","Bailey",136,"Male",2010
"2688","Henry",124,"Male",2010
"2689","Joseph",124,"Male",2010
"2690","Zachary",124,"Male",2010
"2691","Logan",122,"Male",2010
"2692","Jordan",121,"Male",2010
"2693","Tyson",121,"Male",2010
"2694","Sebastian",119,"Male",2010
"2695","Kai",116,"Male",2010
"2696","Angus",114,"Male",2010
"2697","Aidan",112,"Male",2010
"2698","Hamish",112,"Male",2010
"2699","Caleb",111,"Male",2010
"2700","Declan",111,"Male",2010
"2701","Patrick",111,"Male",2010
"2702","Chase",107,"Male",2010
"2703","Jai",106,"Male",2010
"2704","Toby",105,"Male",2010
"2705","Cameron",104,"Male",2010
"2706","Archie",104,"Male",2010
"2707","Beau",102,"Male",2010
"2708","Nathan",101,"Male",2010
"2709","Jaxon",98,"Male",2010
"2710","Finn",97,"Male",2010
"2711","Jesse",95,"Male",2010
"2712","Alex",93,"Male",2010
"2713","Hudson",89,"Male",2010
"2714","Cody",87,"Male",2010
"2715","Edward",87,"Male",2010
"2716","Darcy",86,"Male",2010
"2717","Flynn",83,"Male",2010
"2718","Andrew",82,"Male",2010
"2719","Callum",82,"Male",2010
"2720","Ryder",81,"Male",2010
"2721","Charles",79,"Male",2010
"2722","Tristan",78,"Male",2010
"2723","Phoenix",75,"Male",2010
"2724","Jasper",74,"Male",2010
"2725","Dominic",73,"Male",2010
"2726","Zac",72,"Male",2010
"2727","Christopher",71,"Male",2010
"2728","Marcus",70,"Male",2010
"2729","Joel",69,"Male",2010
"2730","Owen",68,"Male",2010
"2731","Luca",67,"Male",2010
"2732","Rhys",67,"Male",2010
"2733","Sam",67,"Male",2010
"2734","Archer",67,"Male",2010
"2735","Brock",67,"Male",2010
"2736","Zane",66,"Male",2010
"2737",NA,NA,"Male",2010
"2738",NA,NA,"Male",2010
"2739",NA,NA,"Male",2010
"2740","Ruby",440,"Female",2010
"2741","Mia",425,"Female",2010
"2742","Isabella",401,"Female",2010
"2743","Chloe",398,"Female",2010
"2744","Charlotte",387,"Female",2010
"2745","Emily",368,"Female",2010
"2746","Ella",363,"Female",2010
"2747","Lily",331,"Female",2010
"2748","Sienna",331,"Female",2010
"2749","Sophie",331,"Female",2010
"2750","Olivia",328,"Female",2010
"2751","Amelia",305,"Female",2010
"2752","Ava",300,"Female",2010
"2753","Grace",270,"Female",2010
"2754","Hannah",206,"Female",2010
"2755","Emma",192,"Female",2010
"2756","Lucy",191,"Female",2010
"2757","Summer",184,"Female",2010
"2758","Lilly",183,"Female",2010
"2759","Matilda",183,"Female",2010
"2760","Madison",173,"Female",2010
"2761","Georgia",172,"Female",2010
"2762","Abigail",165,"Female",2010
"2763","Zoe",163,"Female",2010
"2764","Chelsea",151,"Female",2010
"2765","Maddison",146,"Female",2010
"2766","Sophia",146,"Female",2010
"2767","Isabelle",145,"Female",2010
"2768","Layla",145,"Female",2010
"2769","Jessica",143,"Female",2010
"2770","Isla",138,"Female",2010
"2771","Jasmine",138,"Female",2010
"2772","Sarah",136,"Female",2010
"2773","Eva",135,"Female",2010
"2774","Scarlett",132,"Female",2010
"2775","Holly",130,"Female",2010
"2776","Bella",129,"Female",2010
"2777","Hayley",118,"Female",2010
"2778","Imogen",117,"Female",2010
"2779","Savannah",109,"Female",2010
"2780","Paige",107,"Female",2010
"2781","Claire",103,"Female",2010
"2782","Addison",102,"Female",2010
"2783","Zara",99,"Female",2010
"2784","Alexis",98,"Female",2010
"2785","Ivy",98,"Female",2010
"2786","Evie",95,"Female",2010
"2787","Mikayla",94,"Female",2010
"2788","Stella",94,"Female",2010
"2789","Elizabeth",93,"Female",2010
"2790","Alyssa",90,"Female",2010
"2791","Amber",90,"Female",2010
"2792","Molly",90,"Female",2010
"2793","Tahlia",90,"Female",2010
"2794","Willow",90,"Female",2010
"2795","Phoebe",87,"Female",2010
"2796","Caitlin",86,"Female",2010
"2797","Charli",81,"Female",2010
"2798","Taylor",81,"Female",2010
"2799","Kate",78,"Female",2010
"2800","Poppy",76,"Female",2010
"2801","Lara",75,"Female",2010
"2802","Mackenzie",74,"Female",2010
"2803","Jade",72,"Female",2010
"2804","Annabelle",71,"Female",2010
"2805","Kayla",71,"Female",2010
"2806","Piper",71,"Female",2010
"2807","Skye",71,"Female",2010
"2808","Lola",69,"Female",2010
"2809","Samantha",69,"Female",2010
"2810","Isabel",68,"Female",2010
"2811","Lillian",68,"Female",2010
"2812","Dakota",67,"Female",2010
"2813","Madeline",65,"Female",2010
"2814","Taylah",65,"Female",2010
"2815","Abby",64,"Female",2010
"2816","Brooke",64,"Female",2010
"2817","Erin",64,"Female",2010
"2818","Maya",64,"Female",2010
"2819","Amy",62,"Female",2010
"2820","Audrey",62,"Female",2010
"2821","Violet",62,"Female",2010
"2822","Alice",61,"Female",2010
"2823","Eden",60,"Female",2010
"2824","Ellie",60,"Female",2010
"2825","Eloise",60,"Female",2010
"2826","Heidi",60,"Female",2010
"2827","Peyton",60,"Female",2010
"2828","Charlie",58,"Female",2010
"2829","Indiana",57,"Female",2010
"2830","Abbey",56,"Female",2010
"2831","Tayla",56,"Female",2010
"2832","Madeleine",55,"Female",2010
"2833","Harper",54,"Female",2010
"2834","Kiara",54,"Female",2010
"2835","Milla",54,"Female",2010
"2836","Gemma",52,"Female",2010
"2837","Brianna",51,"Female",2010
"2838","Eliza",51,"Female",2010
"2839","Gabrielle",51,"Female",2010
"2840","Keira",51,"Female",2010
"2841","Nevaeh",51,"Female",2010
"2842","Sofia",51,"Female",2010
"2843","William",567,"Male",2009
"2844","Jack",563,"Male",2009
"2845","Cooper",554,"Male",2009
"2846","Lachlan",489,"Male",2009
"2847","Riley",432,"Male",2009
"2848","Joshua",399,"Male",2009
"2849","Oliver",397,"Male",2009
"2850","Ethan",375,"Male",2009
"2851","Thomas",368,"Male",2009
"2852","Samuel",359,"Male",2009
"2853","Noah",355,"Male",2009
"2854","Tyler",304,"Male",2009
"2855","Benjamin",288,"Male",2009
"2856","James",280,"Male",2009
"2857","Jacob",278,"Male",2009
"2858","Ryan",274,"Male",2009
"2859","Liam",257,"Male",2009
"2860","Matthew",250,"Male",2009
"2861","Max",250,"Male",2009
"2862","Lucas",249,"Male",2009
"2863","Alexander",248,"Male",2009
"2864","Jackson",246,"Male",2009
"2865","Jayden",245,"Male",2009
"2866","Harrison",245,"Male",2009
"2867","Jake",241,"Male",2009
"2868","Charlie",241,"Male",2009
"2869","Daniel",236,"Male",2009
"2870","Isaac",230,"Male",2009
"2871","Blake",227,"Male",2009
"2872","Connor",221,"Male",2009
"2873","Hayden",216,"Male",2009
"2874","Luke",205,"Male",2009
"2875","Seth",198,"Male",2009
"2876","Dylan",186,"Male",2009
"2877","Levi",185,"Male",2009
"2878","Xavier",181,"Male",2009
"2879","Bailey",181,"Male",2009
"2880","Mitchell",180,"Male",2009
"2881","Michael",171,"Male",2009
"2882","Angus",165,"Male",2009
"2883","Nicholas",163,"Male",2009
"2884","Harry",163,"Male",2009
"2885","Lincoln",160,"Male",2009
"2886","Hunter",155,"Male",2009
"2887","Aiden",155,"Male",2009
"2888","Caleb",150,"Male",2009
"2889","Oscar",149,"Male",2009
"2890","Cody",147,"Male",2009
"2891","Jett",145,"Male",2009
"2892","Joseph",143,"Male",2009
"2893","Hamish",140,"Male",2009
"2894","Logan",138,"Male",2009
"2895","Jordan",138,"Male",2009
"2896","Nate",137,"Male",2009
"2897","Eli",137,"Male",2009
"2898","Zachary",136,"Male",2009
"2899","Henry",134,"Male",2009
"2900","Elijah",132,"Male",2009
"2901","Ashton",129,"Male",2009
"2902","Declan",121,"Male",2009
"2903","Kai",120,"Male",2009
"2904","Nathan",117,"Male",2009
"2905","Jesse",112,"Male",2009
"2906","Mason",110,"Male",2009
"2907","Tyson",107,"Male",2009
"2908","Sebastian",104,"Male",2009
"2909","Patrick",104,"Male",2009
"2910","Cameron",104,"Male",2009
"2911","Chase",103,"Male",2009
"2912","Archie",102,"Male",2009
"2913","John",101,"Male",2009
"2914","Jai",101,"Male",2009
"2915","Alex",100,"Male",2009
"2916","David",99,"Male",2009
"2917","Ryder",98,"Male",2009
"2918","Finn",97,"Male",2009
"2919","Jaxon",97,"Male",2009
"2920","Callum",96,"Male",2009
"2921","Flynn",93,"Male",2009
"2922","Beau",92,"Male",2009
"2923","Dominic",92,"Male",2009
"2924","Darcy",89,"Male",2009
"2925","Toby",85,"Male",2009
"2926","Christian",85,"Male",2009
"2927","Rhys",83,"Male",2009
"2928","Aidan",83,"Male",2009
"2929","Joel",82,"Male",2009
"2930","Zac",81,"Male",2009
"2931","Hudson",81,"Male",2009
"2932","Tristan",80,"Male",2009
"2933","Gabriel",80,"Male",2009
"2934","Brock",78,"Male",2009
"2935","Sam",77,"Male",2009
"2936","Zane",77,"Male",2009
"2937","Christopher",77,"Male",2009
"2938","Andrew",77,"Male",2009
"2939","Brayden",77,"Male",2009
"2940","Edward",76,"Male",2009
"2941","Charles",74,"Male",2009
"2942","Phoenix",73,"Male",2009
"2943",NA,NA,"Male",2009
"2944",NA,NA,"Male",2009
"2945",NA,NA,"Male",2009
"2946","Mia",408,"Female",2009
"2947","Chloe",404,"Female",2009
"2948","Isabella",403,"Female",2009
"2949","Charlotte",387,"Female",2009
"2950","Emily",386,"Female",2009
"2951","Ella",385,"Female",2009
"2952","Sophie",360,"Female",2009
"2953","Olivia",352,"Female",2009
"2954","Lily",346,"Female",2009
"2955","Ruby",318,"Female",2009
"2956","Ava",311,"Female",2009
"2957","Sienna",292,"Female",2009
"2958","Grace",286,"Female",2009
"2959","Amelia",276,"Female",2009
"2960","Hannah",219,"Female",2009
"2961","Emma",215,"Female",2009
"2962","Georgia",206,"Female",2009
"2963","Matilda",203,"Female",2009
"2964","Sarah",199,"Female",2009
"2965","Jessica",175,"Female",2009
"2966","Zoe",173,"Female",2009
"2967","Madison",172,"Female",2009
"2968","Chelsea",166,"Female",2009
"2969","Maddison",165,"Female",2009
"2970","Jasmine",164,"Female",2009
"2971","Summer",162,"Female",2009
"2972","Lucy",156,"Female",2009
"2973","Hayley",153,"Female",2009
"2974","Isabelle",142,"Female",2009
"2975","Elizabeth",142,"Female",2009
"2976","Abigail",140,"Female",2009
"2977","Bella",138,"Female",2009
"2978","Holly",136,"Female",2009
"2979","Lilly",133,"Female",2009
"2980","Sophia",131,"Female",2009
"2981","Paige",131,"Female",2009
"2982","Tahlia",124,"Female",2009
"2983","Layla",110,"Female",2009
"2984","Jade",107,"Female",2009
"2985","Eva",104,"Female",2009
"2986","Isla",102,"Female",2009
"2987","Samantha",100,"Female",2009
"2988","Caitlin",98,"Female",2009
"2989","Imogen",96,"Female",2009
"2990","Charli",95,"Female",2009
"2991","Zara",94,"Female",2009
"2992","Alexis",94,"Female",2009
"2993","Savannah",93,"Female",2009
"2994","Scarlett",92,"Female",2009
"2995","Tayla",92,"Female",2009
"2996","Phoebe",92,"Female",2009
"2997","Evie",92,"Female",2009
"2998","Willow",91,"Female",2009
"2999","Lara",91,"Female",2009
"3000","Amber",91,"Female",2009
"3001","Taylor",88,"Female",2009
"3002","Mikayla",88,"Female",2009
"3003","Amy",84,"Female",2009
"3004","Kayla",83,"Female",2009
"3005","Maya",82,"Female",2009
"3006","Mackenzie",80,"Female",2009
"3007","Claire",80,"Female",2009
"3008","Abby",79,"Female",2009
"3009","Katie",78,"Female",2009
"3010","Addison",77,"Female",2009
"3011","Molly",75,"Female",2009
"3012","Ellie",73,"Female",2009
"3013","Poppy",72,"Female",2009
"3014","Gemma",72,"Female",2009
"3015","Taylah",71,"Female",2009
